n_bootstrap,n_info_sequences,regime_lo,regime_hi,top_k,stable_rank_std_thr,mean_tau,std_tau,ci95_lo,ci95_hi,n_stable_features,frac_stable_features
200,170,0.150000,0.850000,10,3.000000,0.939329,0.009113,0.921889,0.955322,54,0.692308
