n_bootstrap,n_info_sequences,regime_lo,regime_hi,top_k,stable_rank_std_thr,mean_tau,std_tau,ci95_lo,ci95_hi,n_stable_features,frac_stable_features
200,48,0.150000,0.850000,10,3.000000,0.906449,0.020731,0.861032,0.939394,37,0.474359
