feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
homopolymer_max_run,0.637761,1,0.638179,0.013431,0.021046,1.000000,0.000000,True,1.000000
gc_global,0.415333,2,0.417196,0.011610,0.027829,2.000000,0.000000,True,1.000000
at_global,0.140503,3,0.141111,0.003695,0.026188,3.000000,0.000000,True,1.000000
freq_T,0.114000,4,0.114167,0.002875,0.025182,4.000000,0.000000,True,1.000000
at_skew,0.104559,5,0.104713,0.002514,0.024008,5.000000,0.000000,True,1.000000
approx_free_energy,0.026962,6,0.026974,0.000610,0.022626,6.320000,0.466476,True,1.000000
hp_max_T,0.026420,7,0.026499,0.001034,0.039001,6.680000,0.466476,True,1.000000
rle_std_run_len,0.022139,8,0.022163,0.000706,0.031866,8.000000,0.000000,True,1.000000
hp_max_C,0.019167,9,0.019192,0.000741,0.038587,9.100000,0.300000,True,1.000000
hp_max_G,0.018027,10,0.017956,0.000467,0.026028,9.900000,0.300000,True,1.000000
hp_max_A,0.015681,11,0.015708,0.000516,0.032857,11.000000,0.000000,True,
gc_win10_mean,0.012033,12,0.012089,0.000266,0.022042,12.135000,0.341724,True,
freq_A,0.011639,13,0.011680,0.000367,0.031460,12.865000,0.341724,True,
dinuc_GT,0.010200,14,0.010189,0.000158,0.015518,14.000000,0.000000,True,
dinuc_CC,0.007826,15,0.007806,0.000184,0.023518,15.000000,0.000000,True,
freq_C,0.007105,16,0.007100,0.000151,0.021222,16.005000,0.070534,True,
gc_skew,0.006388,17,0.006398,0.000167,0.026173,17.295000,0.466878,True,
dinuc_AA,0.006260,18,0.006269,0.000181,0.028860,17.700000,0.458258,True,
trinuc_ATG,0.005526,19,0.005510,0.000239,0.043457,19.315000,0.495757,True,
dinuc_TA,0.005324,20,0.005314,0.000160,0.030192,19.840000,0.643739,True,
dinuc_TG,0.005056,21,0.005061,0.000147,0.028999,20.880000,0.419047,True,
shannon_entropy_global,0.004599,22,0.004588,0.000167,0.036465,22.980000,1.048618,True,
gc_win20_mean,0.004544,23,0.004552,0.000144,0.031594,23.135000,0.962692,True,
homopolymer_centroid_pos,0.004515,24,0.004516,0.000125,0.027630,23.415000,0.960612,True,
homopolymer_fraction,0.004354,25,0.004316,0.000220,0.050951,24.435000,0.951722,True,
dinuc_AC,0.003654,26,0.003629,0.000132,0.036242,26.780000,1.054324,True,
gc_win40_mean,0.003563,27,0.003558,0.000090,0.025272,27.410000,0.980765,True,
dinuc_AT,0.003528,28,0.003535,0.000126,0.035504,27.630000,1.176053,True,
trinuc_AGC,0.003456,29,0.003457,0.000097,0.028099,28.455000,1.018811,True,
homopolymer_mean_run,0.003318,30,0.003313,0.000098,0.029455,29.795000,0.694964,True,
dinuc_TT,0.003086,31,0.003095,0.000086,0.027842,31.350000,0.630476,True,
trinuc_AGT,0.003056,32,0.003059,0.000075,0.024610,31.740000,0.649923,True,
gc_win40_min,0.002924,33,0.002932,0.000078,0.026521,32.905000,0.495959,True,
dinuc_AG,0.002758,34,0.002762,0.000085,0.030630,34.070000,0.505074,True,
entropy_windowed_mean,0.002575,35,0.002573,0.000078,0.030247,35.870000,1.171793,True,
gc_win20_std,0.002561,36,0.002570,0.000069,0.026843,35.865000,1.125511,True,
dinuc_CT,0.002439,37,0.002448,0.000070,0.028522,38.460000,1.873072,True,
gc_win40_std,0.002411,38,0.002414,0.000101,0.041715,39.245000,2.189743,True,
dinuc_GG,0.002401,39,0.002398,0.000069,0.028828,39.605000,1.791361,True,
hairpin_score,0.002371,40,0.002378,0.000101,0.042455,40.040000,2.130352,True,
entropy_windowed_std,0.002350,41,0.002352,0.000107,0.045542,40.725000,2.493867,True,
dinuc_CA,0.002287,42,0.002291,0.000152,0.066463,41.915000,3.109305,False,
gc_win10_std,0.002285,43,0.002282,0.000076,0.033093,42.425000,1.887955,True,
dinuc_TC,0.002199,44,0.002231,0.000189,0.084756,43.140000,3.562359,False,
repeat_fraction,0.002198,45,0.002188,0.000063,0.028905,44.370000,1.258213,True,
trinuc_ACA,0.002163,46,0.002171,0.000094,0.043439,44.690000,1.753254,True,
trinuc_ACC,0.002009,47,0.002009,0.000074,0.036807,47.180000,0.835225,True,
trinuc_ATC,0.001988,48,0.001983,0.000058,0.029215,47.440000,0.875443,True,
gc_middle_half,0.001811,49,0.001802,0.000097,0.053801,49.295000,0.691357,True,
gc_win10_min,0.001770,50,0.001768,0.000050,0.028071,49.600000,0.500000,True,
trinuc_AAC,0.001446,51,0.001448,0.000070,0.048351,51.220000,0.521153,True,
rle_n_runs,0.001349,52,0.001347,0.000044,0.032687,52.505000,0.948670,True,
