feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
dinuc_GC,0.001327,53,0.001329,0.000054,0.040264,52.880000,0.857671,True,
palindrome_count,0.001305,54,0.001301,0.000045,0.034584,53.460000,0.798999,True,
dinuc_CG,0.001186,55,0.001190,0.000041,0.034550,55.020000,0.399500,True,
trinuc_AAA,0.001070,56,0.001068,0.000060,0.056330,57.650000,1.821401,True,
inverted_repeat_count,0.001064,57,0.001063,0.000042,0.039066,57.675000,1.496454,True,
freq_G,0.001052,58,0.001053,0.000044,0.041788,57.930000,1.692661,True,
trinuc_ACT,0.001025,59,0.001025,0.000039,0.037670,59.100000,1.667333,True,
gc_win10_max,0.001006,60,0.001005,0.000059,0.058325,60.095000,2.544794,True,
gc_first_quarter,0.000971,61,0.000976,0.000041,0.041776,61.295000,1.943701,True,
dinuc_GA,0.000969,62,0.000966,0.000068,0.070392,61.875000,2.845940,True,
gc_last_quarter,0.000949,63,0.000949,0.000035,0.037032,62.685000,1.719237,True,
trinuc_AAG,0.000932,64,0.000929,0.000029,0.031704,63.715000,1.521110,True,
trinuc_AGG,0.000913,65,0.000920,0.000047,0.051428,63.865000,1.856549,True,
trinuc_ACG,0.000878,66,0.000877,0.000043,0.048812,65.700000,1.435270,True,
trinuc_AGA,0.000824,67,0.000828,0.000055,0.066346,67.045000,1.217775,True,
trinuc_ATA,0.000824,68,0.000827,0.000027,0.032073,67.285000,0.764052,True,
trinuc_AAT,0.000667,69,0.000667,0.000028,0.042378,69.470000,0.607536,True,
gc_win40_max,0.000651,70,0.000655,0.000037,0.055833,69.840000,0.731027,True,
trinuc_ATT,0.000614,71,0.000618,0.000027,0.043015,70.690000,0.560268,True,
gc_win20_max,0.000332,72,0.000332,0.000019,0.055721,72.075000,0.263391,True,
gc_win20_min,0.000285,73,0.000288,0.000022,0.077147,72.925000,0.263391,True,
gc_constraint_violation,0.000137,74,0.000139,0.000029,0.205968,74.000000,0.000000,True,
rle_mean_run_len,0.000078,75,0.000077,0.000010,0.133482,75.000000,0.000000,True,
seq_length,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
