feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
dinuc_GA,0.002700,30,0.002699,0.000071,0.026265,29.405000,0.860799,True,
dinuc_CA,0.002404,31,0.002384,0.000184,0.077027,32.445000,1.996741,True,
gc_win10_min,0.002383,32,0.002383,0.000072,0.030191,32.020000,0.958958,True,
dinuc_AC,0.002356,33,0.002360,0.000095,0.040153,32.400000,1.228821,True,
hairpin_score,0.002242,34,0.002239,0.000080,0.035725,34.365000,1.213167,True,
gc_win20_max,0.002238,35,0.002240,0.000045,0.020235,34.320000,1.139122,True,
dinuc_AG,0.002163,36,0.002161,0.000087,0.040425,35.670000,1.221106,True,
trinuc_AAC,0.002035,37,0.002037,0.000042,0.020773,37.765000,1.053459,True,
dinuc_TC,0.001983,38,0.001985,0.000077,0.038960,39.200000,2.022375,True,
gc_first_quarter,0.001946,39,0.001945,0.000061,0.031438,40.365000,1.952377,True,
dinuc_GG,0.001945,40,0.001945,0.000051,0.026389,40.270000,1.785245,True,
dinuc_CC,0.001904,41,0.001903,0.000153,0.080606,41.695000,3.633452,False,
repeat_fraction,0.001883,42,0.001880,0.000135,0.071745,42.165000,3.157178,False,
gc_win40_min,0.001852,43,0.001850,0.000106,0.057382,43.045000,2.786212,True,
homopolymer_mean_run,0.001825,44,0.001831,0.000080,0.043741,43.695000,2.198175,True,
dinuc_AA,0.001803,45,0.001808,0.000097,0.053488,44.140000,2.315254,True,
dinuc_TA,0.001796,46,0.001792,0.000101,0.056176,44.670000,2.433331,True,
trinuc_ATT,0.001791,47,0.001791,0.000048,0.026824,44.820000,1.660602,True,
dinuc_CT,0.001630,48,0.001630,0.000060,0.037041,48.090000,0.641794,True,
dinuc_AT,0.001557,49,0.001563,0.000067,0.043132,48.740000,0.729657,True,
gc_win40_max,0.001404,50,0.001405,0.000049,0.035113,50.845000,1.044497,True,
homopolymer_fraction,0.001393,51,0.001400,0.000064,0.045851,51.055000,1.273568,True,
rle_n_runs,0.001332,52,0.001335,0.000038,0.028398,52.545000,1.348323,True,
trinuc_ATC,0.001321,53,0.001320,0.000053,0.040228,53.085000,1.525705,True,
dinuc_GC,0.001276,54,0.001286,0.000059,0.046171,54.120000,1.748027,True,
gc_last_quarter,0.001250,55,0.001246,0.000056,0.044645,55.410000,1.658885,True,
trinuc_AGA,0.001242,56,0.001238,0.000047,0.038332,55.595000,1.463207,True,
trinuc_ACG,0.001223,57,0.001213,0.000091,0.075303,56.415000,2.581235,True,
gc_win20_min,0.001141,58,0.001147,0.000032,0.027470,58.355000,1.113093,True,
trinuc_AGT,0.001131,59,0.001127,0.000043,0.038367,58.965000,1.433100,True,
freq_C,0.001112,60,0.001112,0.000051,0.046090,59.420000,1.365137,True,
trinuc_ATA,0.001047,61,0.001054,0.000078,0.074145,60.650000,1.675560,True,
trinuc_AAT,0.001006,62,0.001004,0.000034,0.033566,61.855000,0.730736,True,
freq_G,0.000930,63,0.000932,0.000081,0.087093,63.590000,1.778173,True,
trinuc_AGG,0.000884,64,0.000886,0.000035,0.039078,64.490000,1.099955,True,
trinuc_AGC,0.000871,65,0.000878,0.000041,0.046807,64.725000,1.244739,True,
palindrome_count,0.000832,66,0.000834,0.000053,0.063925,66.115000,1.386281,True,
trinuc_AAG,0.000822,67,0.000825,0.000035,0.042075,66.435000,1.133920,True,
trinuc_ACT,0.000787,68,0.000784,0.000060,0.076689,67.280000,1.249640,True,
trinuc_AAA,0.000654,69,0.000657,0.000044,0.067008,69.055000,0.334627,True,
trinuc_ATG,0.000577,70,0.000576,0.000038,0.065297,69.940000,0.310483,True,
dinuc_CG,0.000464,71,0.000460,0.000036,0.077584,71.705000,0.909931,True,
gc_win10_max,0.000440,72,0.000441,0.000031,0.070133,72.385000,1.023120,True,
trinuc_ACA,0.000434,73,0.000433,0.000031,0.071746,72.710000,0.987877,True,
gc_middle_half,0.000414,74,0.000415,0.000039,0.095238,73.180000,1.038075,True,
seq_length,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
