feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
gc_global,0.289958,1,0.290326,0.008393,0.028908,1.000000,0.000000,True,1.000000
at_global,0.131832,2,0.132021,0.003811,0.028864,2.000000,0.000000,True,1.000000
homopolymer_max_run,0.068262,3,0.068249,0.008828,0.129343,3.000000,0.000000,True,1.000000
at_skew,0.040652,4,0.040527,0.001587,0.039157,4.000000,0.000000,True,1.000000
gc_win10_mean,0.028631,5,0.028617,0.001218,0.042553,5.000000,0.000000,True,1.000000
approx_free_energy,0.016211,6,0.016210,0.000609,0.037561,6.000000,0.000000,True,1.000000
dinuc_TT,0.012002,7,0.012022,0.000532,0.044277,7.000000,0.000000,True,1.000000
freq_T,0.009958,8,0.009897,0.000585,0.059147,8.090000,0.286182,True,1.000000
homopolymer_centroid_pos,0.008585,9,0.008567,0.000822,0.096009,9.155000,0.748983,True,0.960000
rle_std_run_len,0.007368,10,0.007386,0.000903,0.122208,11.520000,2.044407,True,0.490000
inverted_repeat_count,0.006958,11,0.006951,0.000428,0.061581,12.155000,1.625108,True,
dinuc_GA,0.006908,12,0.006873,0.000461,0.067058,12.420000,1.828551,True,
dinuc_TG,0.006833,13,0.006861,0.000542,0.079066,12.425000,1.909025,True,
shannon_entropy_global,0.006737,14,0.006757,0.000354,0.052350,12.830000,1.449517,True,
freq_A,0.006396,15,0.006382,0.000335,0.052563,14.360000,1.334316,True,
gc_skew,0.006046,16,0.006086,0.000569,0.093570,15.065000,1.483501,True,
trinuc_AGT,0.004475,17,0.004447,0.000256,0.057650,18.245000,1.365641,True,
gc_win40_mean,0.004294,18,0.004305,0.000232,0.053811,18.770000,1.231706,True,
gc_win10_std,0.004283,19,0.004306,0.000255,0.059154,18.900000,1.268858,True,
dinuc_GT,0.004125,20,0.004134,0.000463,0.112062,19.755000,1.890760,True,
gc_first_quarter,0.003976,21,0.003946,0.000440,0.111447,20.555000,1.989215,True,
trinuc_AAT,0.003668,22,0.003654,0.000337,0.092188,22.130000,1.855559,True,
dinuc_GG,0.003450,23,0.003439,0.000357,0.103902,23.375000,2.127058,True,
gc_win40_std,0.003172,24,0.003164,0.000308,0.097208,25.490000,2.366411,True,
entropy_windowed_std,0.003139,25,0.003138,0.000199,0.063445,25.455000,1.832478,True,
hairpin_score,0.003056,26,0.003066,0.000237,0.077333,26.030000,2.056478,True,
freq_G,0.003013,27,0.002994,0.000239,0.079928,26.625000,2.057760,True,
gc_win20_std,0.002916,28,0.002943,0.000240,0.081579,27.175000,2.294423,True,
dinuc_AT,0.002857,29,0.002829,0.000353,0.124754,28.210000,2.648754,True,
gc_last_quarter,0.002604,30,0.002614,0.000243,0.092799,29.825000,1.850507,True,
gc_win20_mean,0.002413,31,0.002411,0.000167,0.069221,31.385000,1.405978,True,
dinuc_AG,0.002346,32,0.002325,0.000314,0.134924,31.960000,1.982019,True,
dinuc_CA,0.002215,33,0.002231,0.000307,0.137770,32.690000,1.919349,True,
dinuc_CT,0.001984,34,0.001984,0.000338,0.170148,34.215000,2.353460,True,
gc_win20_max,0.001893,35,0.001893,0.000257,0.135939,34.875000,2.039455,True,
trinuc_ACA,0.001631,36,0.001654,0.000390,0.235825,37.905000,4.483969,False,
trinuc_ACT,0.001515,37,0.001505,0.000159,0.105510,38.690000,2.348169,True,
dinuc_CC,0.001497,38,0.001493,0.000171,0.114644,39.050000,2.896118,True,
gc_win20_min,0.001496,39,0.001494,0.000090,0.060081,38.700000,1.894730,True,
dinuc_AC,0.001453,40,0.001456,0.000096,0.066180,39.460000,1.867726,True,
homopolymer_fraction,0.001433,41,0.001434,0.000165,0.115100,40.155000,2.805526,True,
rle_n_runs,0.001379,42,0.001386,0.000144,0.103887,40.855000,2.562026,True,
freq_C,0.001277,43,0.001274,0.000137,0.107687,42.970000,2.743921,True,
palindrome_count,0.001161,44,0.001178,0.000166,0.141191,45.060000,3.073500,False,
entropy_windowed_mean,0.001141,45,0.001124,0.000149,0.132399,46.135000,3.012769,False,
repeat_fraction,0.001134,46,0.001152,0.000180,0.156475,45.690000,3.375485,False,
trinuc_ATC,0.001101,47,0.001101,0.000068,0.061548,46.505000,1.529698,True,
dinuc_TA,0.001055,48,0.001059,0.000134,0.126383,47.365000,2.615679,True,
trinuc_ACG,0.001042,49,0.001025,0.000108,0.104944,48.010000,2.366411,True,
homopolymer_mean_run,0.001031,50,0.001036,0.000114,0.110386,47.910000,2.381575,True,
dinuc_GC,0.000911,51,0.000914,0.000090,0.098452,50.050000,1.489127,True,
dinuc_TC,0.000640,52,0.000647,0.000102,0.157808,52.450000,0.661438,True,
trinuc_ATG,0.000627,53,0.000632,0.000132,0.209572,52.505000,1.067696,True,
gc_middle_half,0.000442,54,0.000439,0.000060,0.137611,54.250000,0.691014,True,
dinuc_AA,0.000402,55,0.000398,0.000041,0.102138,54.730000,0.605888,True,
trinuc_AGG,0.000274,56,0.000270,0.000080,0.296243,56.365000,0.825697,True,
gc_win40_max,0.000219,57,0.000220,0.000056,0.253851,56.915000,0.733331,True,
trinuc_AGC,0.000172,58,0.000174,0.000034,0.195555,57.590000,0.664756,True,
seq_length,0.000000,59,0.000000,0.000000,,59.000000,0.000000,True,
gc_win10_min,0.000000,60,0.000000,0.000000,,60.000000,0.000000,True,
gc_win10_max,0.000000,61,0.000000,0.000000,,61.000000,0.000000,True,
gc_win40_min,0.000000,62,0.000000,0.000000,,62.000000,0.000000,True,
hp_max_A,0.000000,63,0.000000,0.000000,,63.000000,0.000000,True,
hp_max_C,0.000000,64,0.000000,0.000000,,64.000000,0.000000,True,
hp_max_G,0.000000,65,0.000000,0.000000,,65.000000,0.000000,True,
hp_max_T,0.000000,66,0.000000,0.000000,,66.000000,0.000000,True,
dinuc_CG,0.000000,67,0.000000,0.000000,,67.000000,0.000000,True,
trinuc_AAA,0.000000,68,0.000000,0.000000,,68.000000,0.000000,True,
trinuc_AAC,0.000000,69,0.000000,0.000000,,69.000000,0.000000,True,
trinuc_AAG,0.000000,70,0.000000,0.000000,,70.000000,0.000000,True,
trinuc_ACC,0.000000,71,0.000000,0.000000,,71.000000,0.000000,True,
trinuc_AGA,0.000000,72,0.000000,0.000000,,72.000000,0.000000,True,
trinuc_ATA,0.000000,73,0.000000,0.000000,,73.000000,0.000000,True,
trinuc_ATT,0.000000,74,0.000000,0.000000,,74.000000,0.000000,True,
gc_constraint_violation,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
