feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
homopolymer_fraction,0.007348,29,0.007334,0.000976,0.133126,29.975000,4.334094,False,
palindrome_count,0.006982,30,0.006997,0.000452,0.064645,30.950000,2.664113,True,
hp_max_C,0.006686,31,0.006723,0.001094,0.162677,33.830000,6.480826,False,
dinuc_CA,0.006681,32,0.006699,0.000388,0.057947,32.710000,2.660056,True,
trinuc_AGC,0.006612,33,0.006590,0.000547,0.083066,33.525000,3.626207,False,
gc_last_quarter,0.006307,34,0.006384,0.000636,0.099608,35.275000,4.744405,False,
gc_middle_half,0.006254,35,0.006264,0.000586,0.093602,36.095000,4.424475,False,
gc_first_quarter,0.006161,36,0.006141,0.000322,0.052416,36.765000,2.799960,True,
hp_max_G,0.006120,37,0.006157,0.000812,0.131806,37.135000,6.202159,False,
repeat_fraction,0.006114,38,0.006107,0.000451,0.073774,37.130000,3.524642,False,
trinuc_ATT,0.005961,39,0.005982,0.000395,0.066006,38.230000,3.235290,False,
dinuc_AG,0.005941,40,0.005960,0.000625,0.104836,38.725000,5.038787,False,
trinuc_AAG,0.005838,41,0.005866,0.000490,0.083553,39.320000,4.447201,False,
gc_win40_min,0.005636,42,0.005640,0.000361,0.064027,41.245000,3.451807,False,
gc_win20_mean,0.005616,43,0.005613,0.000380,0.067662,41.345000,3.314510,False,
dinuc_TC,0.005415,44,0.005403,0.000465,0.086126,43.295000,3.985972,False,
trinuc_ATG,0.005162,45,0.005173,0.000419,0.080971,45.435000,3.614661,False,
dinuc_GG,0.005135,46,0.005099,0.000246,0.048171,45.945000,2.315594,True,
trinuc_ACC,0.004945,47,0.004960,0.000316,0.063738,47.335000,3.050045,False,
dinuc_GT,0.004908,48,0.004931,0.000382,0.077378,47.635000,3.725825,False,
trinuc_AAC,0.004678,49,0.004683,0.000546,0.116628,49.875000,4.963807,False,
inverted_repeat_count,0.004624,50,0.004629,0.000341,0.073611,50.420000,3.557190,False,
dinuc_AA,0.004590,51,0.004606,0.000313,0.068060,50.620000,2.935234,True,
freq_C,0.004517,52,0.004572,0.000429,0.093863,51.025000,4.239620,False,
dinuc_AC,0.004357,53,0.004388,0.000341,0.077709,52.855000,3.260978,False,
trinuc_AAA,0.004042,54,0.004072,0.000574,0.141045,56.105000,6.025278,False,
trinuc_ATC,0.004008,55,0.003986,0.000296,0.074145,57.050000,3.771936,False,
gc_win40_max,0.003991,56,0.003973,0.000320,0.080583,57.405000,3.733762,False,
dinuc_TT,0.003987,57,0.003998,0.000387,0.096883,57.140000,4.302371,False,
gc_win20_max,0.003956,58,0.003952,0.000218,0.055083,57.500000,2.588436,True,
dinuc_CT,0.003887,59,0.003894,0.000230,0.059134,58.090000,2.980252,True,
dinuc_CG,0.003791,60,0.003779,0.000322,0.085248,59.455000,3.758720,False,
dinuc_CC,0.003790,61,0.003801,0.000245,0.064546,59.445000,2.790515,True,
trinuc_ACA,0.003734,62,0.003719,0.000337,0.090702,60.405000,3.660734,False,
gc_win20_min,0.003731,63,0.003708,0.000323,0.086964,60.405000,3.702833,False,
gc_win10_min,0.003557,64,0.003561,0.000288,0.080972,62.045000,2.912555,True,
trinuc_AGT,0.003315,65,0.003296,0.000246,0.074500,64.710000,2.176212,True,
dinuc_AT,0.003157,66,0.003169,0.000261,0.082413,65.570000,1.877525,True,
freq_G,0.003061,67,0.003038,0.000221,0.072765,66.550000,1.561249,True,
trinuc_ACG,0.002717,68,0.002724,0.000243,0.089102,68.670000,1.466663,True,
trinuc_AGG,0.002705,69,0.002703,0.000201,0.074480,68.760000,1.221638,True,
trinuc_AGA,0.002492,70,0.002509,0.000233,0.092836,69.875000,1.280381,True,
trinuc_ACT,0.002454,71,0.002489,0.000273,0.109581,69.965000,1.205726,True,
gc_win10_max,0.001913,72,0.001908,0.000138,0.072450,72.220000,0.481248,True,
trinuc_ATA,0.001765,73,0.001767,0.000168,0.095050,72.730000,0.465940,True,
rle_n_runs,0.000713,74,0.000699,0.000089,0.126574,74.000000,0.000000,True,
seq_length,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
