feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
homopolymer_max_run,0.402639,1,0.403142,0.030289,0.075131,1.000000,0.000000,True,1.000000
gc_global,0.181393,2,0.180158,0.013134,0.072900,2.490000,0.499900,True,1.000000
gc_constraint_violation,0.179898,3,0.180025,0.022905,0.127234,2.510000,0.499900,True,1.000000
at_global,0.064849,4,0.064342,0.004823,0.074959,4.000000,0.000000,True,1.000000
at_skew,0.029563,5,0.029506,0.002280,0.077266,5.050000,0.278388,True,1.000000
freq_T,0.026153,6,0.026211,0.001046,0.039908,6.150000,0.421307,True,1.000000
approx_free_energy,0.023953,7,0.023901,0.001982,0.082911,7.065000,0.800484,True,1.000000
rle_std_run_len,0.021321,8,0.021297,0.001324,0.062164,8.470000,0.842081,True,1.000000
gc_win10_mean,0.021005,9,0.020956,0.001440,0.068698,8.625000,0.821203,True,1.000000
entropy_windowed_mean,0.019459,10,0.019463,0.001133,0.058224,9.640000,0.648383,True,1.000000
gc_win40_std,0.013917,11,0.013942,0.000933,0.066954,12.280000,1.652755,True,
trinuc_AAT,0.013547,12,0.013540,0.000513,0.037883,12.790000,1.362314,True,
entropy_windowed_std,0.013101,13,0.013138,0.001053,0.080129,14.015000,2.248283,True,
homopolymer_centroid_pos,0.013099,14,0.013110,0.000702,0.053549,14.140000,1.797331,True,
dinuc_GC,0.012931,15,0.012832,0.000664,0.051771,14.705000,1.846070,True,
shannon_entropy_global,0.012736,16,0.012674,0.000787,0.062121,15.145000,1.874560,True,
gc_skew,0.012351,17,0.012412,0.000926,0.074639,15.655000,2.008974,True,
gc_win20_std,0.011322,18,0.011302,0.000742,0.065638,18.150000,1.455163,True,
freq_A,0.010251,19,0.010300,0.000851,0.082592,20.350000,1.899342,True,
dinuc_TA,0.010239,20,0.010223,0.000492,0.048093,20.460000,1.413648,True,
gc_win10_std,0.010141,21,0.010193,0.000811,0.079551,20.620000,1.935355,True,
hp_max_A,0.009514,22,0.009405,0.001127,0.119826,22.745000,3.112872,False,
hp_max_T,0.008987,23,0.009062,0.001186,0.130855,23.630000,3.420979,False,
homopolymer_mean_run,0.008809,24,0.008836,0.000478,0.054071,24.250000,1.734215,True,
dinuc_TG,0.008633,25,0.008624,0.000732,0.084911,24.900000,2.336664,True,
dinuc_GA,0.008608,26,0.008567,0.000648,0.075619,25.005000,1.963409,True,
hairpin_score,0.007766,27,0.007763,0.000868,0.111827,27.915000,3.226108,False,
gc_win40_mean,0.007486,28,0.007532,0.000544,0.072199,28.455000,2.295207,True,
