n_bootstrap,n_info_sequences,regime_lo,regime_hi,top_k,stable_rank_std_thr,mean_tau,std_tau,ci95_lo,ci95_hi,n_stable_features,frac_stable_features
200,1390,0.150000,0.850000,10,3.000000,0.972355,0.004584,0.963478,0.980362,74,0.973684
