feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
dinuc_CA,0.013555,22,0.013482,0.003101,0.229998,21.760000,4.257041,False,
dinuc_GC,0.013426,23,0.013530,0.001721,0.127180,21.235000,2.634345,True,
gc_win20_mean,0.013111,24,0.013044,0.001280,0.098135,22.130000,2.035461,True,
entropy_windowed_mean,0.010474,25,0.010239,0.001150,0.112281,26.215000,2.370396,True,
gc_first_quarter,0.009506,26,0.009479,0.001834,0.193499,28.855000,5.104309,False,
trinuc_ACT,0.008827,27,0.008911,0.001387,0.155706,30.175000,4.287700,False,
repeat_fraction,0.008797,28,0.008803,0.000893,0.101495,29.925000,3.521275,False,
trinuc_ATG,0.008730,29,0.008917,0.001294,0.145140,30.105000,4.534752,False,
dinuc_TG,0.008691,30,0.008653,0.000921,0.106486,30.465000,3.644005,False,
hairpin_score,0.008624,31,0.008608,0.001086,0.126193,30.725000,3.867735,False,
trinuc_AGG,0.008317,32,0.008246,0.000994,0.120595,32.270000,4.358566,False,
gc_win40_min,0.007924,33,0.007942,0.000755,0.095044,33.350000,3.285955,False,
trinuc_ACA,0.007867,34,0.007748,0.000851,0.109840,34.355000,4.047095,False,
palindrome_count,0.007731,35,0.007656,0.000794,0.103751,34.720000,3.709663,False,
gc_last_quarter,0.007479,36,0.007559,0.000809,0.107087,35.080000,3.715320,False,
trinuc_ATC,0.007275,37,0.007330,0.000959,0.130848,36.260000,4.344238,False,
freq_G,0.007102,38,0.007209,0.001719,0.238433,37.770000,7.641800,False,
entropy_windowed_std,0.006813,39,0.006786,0.000957,0.141077,39.250000,4.984727,False,
freq_C,0.006779,40,0.006884,0.000923,0.134147,38.765000,4.277824,False,
gc_win40_max,0.006513,41,0.006529,0.000838,0.128327,40.125000,4.263728,False,
trinuc_ACG,0.005866,42,0.005704,0.000834,0.146250,44.760000,4.577379,False,
dinuc_AT,0.005744,43,0.005782,0.000706,0.122178,44.190000,4.045232,False,
dinuc_TC,0.005742,44,0.005789,0.000621,0.107206,44.225000,3.256436,False,
homopolymer_fraction,0.005710,45,0.005697,0.000814,0.142939,44.870000,4.606854,False,
dinuc_GT,0.005479,46,0.005468,0.000771,0.141095,45.935000,4.728718,False,
dinuc_TA,0.005348,47,0.005326,0.000669,0.125661,46.920000,3.750147,False,
dinuc_AC,0.005341,48,0.005411,0.000693,0.128082,46.380000,3.869832,False,
dinuc_CT,0.005185,49,0.005079,0.000602,0.118429,48.400000,3.514257,False,
dinuc_AA,0.005030,50,0.005089,0.000765,0.150367,48.340000,4.071167,False,
dinuc_GA,0.004949,51,0.004966,0.000695,0.139940,48.845000,3.905250,False,
rle_n_runs,0.004675,52,0.004663,0.001018,0.218358,50.200000,5.294337,False,
trinuc_ATA,0.004559,53,0.004456,0.000617,0.138493,51.490000,2.932559,True,
dinuc_GG,0.004515,54,0.004462,0.000402,0.090180,51.805000,2.118248,True,
gc_middle_half,0.003351,55,0.003318,0.000502,0.151314,55.975000,2.122351,True,
trinuc_ACC,0.003293,56,0.003290,0.000508,0.154516,55.935000,1.555884,True,
trinuc_AAG,0.002931,57,0.002962,0.000601,0.202770,57.300000,1.819341,True,
homopolymer_mean_run,0.002699,58,0.002741,0.000419,0.152945,58.085000,1.583596,True,
hp_max_T,0.002366,59,0.002362,0.000728,0.308091,59.450000,2.810249,True,
trinuc_AGC,0.002285,60,0.002340,0.000702,0.300134,59.905000,2.316457,True,
dinuc_TT,0.002273,61,0.002287,0.000520,0.227444,60.010000,1.816563,True,
hp_max_A,0.001881,62,0.001854,0.000467,0.251859,61.480000,1.808204,True,
dinuc_CC,0.001601,63,0.001627,0.000315,0.193762,62.355000,1.165751,True,
trinuc_AAT,0.001121,64,0.001135,0.000496,0.437310,64.025000,1.498124,True,
trinuc_AAC,0.000786,65,0.000828,0.000244,0.294343,64.935000,0.806706,True,
gc_win10_min,0.000702,66,0.000692,0.000055,0.079128,65.440000,0.697424,True,
seq_length,0.000000,67,0.000000,0.000000,,67.000000,0.000000,True,
gc_win10_max,0.000000,68,0.000000,0.000000,,68.000000,0.000000,True,
gc_win20_min,0.000000,69,0.000000,0.000000,,69.000000,0.000000,True,
gc_win20_max,0.000000,70,0.000000,0.000000,,70.000000,0.000000,True,
hp_max_C,0.000000,71,0.000000,0.000000,,71.000000,0.000000,True,
hp_max_G,0.000000,72,0.000000,0.000000,,72.000000,0.000000,True,
dinuc_CG,0.000000,73,0.000000,0.000000,,73.000000,0.000000,True,
trinuc_AAA,0.000000,74,0.000000,0.000000,,74.000000,0.000000,True,
gc_constraint_violation,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
