n_bootstrap,n_info_sequences,regime_lo,regime_hi,top_k,stable_rank_std_thr,mean_tau,std_tau,ci95_lo,ci95_hi,n_stable_features,frac_stable_features
200,1221,0.150000,0.850000,10,3.000000,0.980341,0.003779,0.972556,0.986656,76,1.000000
