feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
homopolymer_max_run,0.662723,1,0.662945,0.026563,0.040068,1.000000,0.000000,True,1.000000
gc_global,0.394377,2,0.393562,0.018777,0.047711,2.000000,0.000000,True,1.000000
at_global,0.136229,3,0.135974,0.007303,0.053708,3.000000,0.000000,True,1.000000
at_skew,0.041588,4,0.041423,0.001758,0.042447,4.010000,0.099499,True,1.000000
rle_std_run_len,0.031448,5,0.030980,0.003440,0.111049,4.990000,0.099499,True,1.000000
gc_win10_mean,0.021528,6,0.021459,0.000763,0.035555,6.665000,0.716083,True,1.000000
hp_max_T,0.021362,7,0.021369,0.000780,0.036522,6.775000,0.790174,True,1.000000
dinuc_TG,0.020668,8,0.020688,0.000493,0.023853,7.580000,0.643117,True,1.000000
approx_free_energy,0.018623,9,0.018575,0.000741,0.039892,9.315000,0.543852,True,0.985000
hp_max_G,0.018046,10,0.018120,0.000412,0.022744,9.690000,0.483632,True,0.990000
freq_T,0.016406,11,0.016358,0.000731,0.044658,11.100000,0.387298,True,
dinuc_CA,0.015537,12,0.015555,0.000391,0.025165,11.885000,0.334328,True,
hp_max_A,0.014147,13,0.014136,0.000355,0.025112,13.020000,0.198997,True,
freq_A,0.013336,14,0.013273,0.000444,0.033416,13.975000,0.185405,True,
gc_skew,0.011351,15,0.011398,0.000487,0.042740,14.995000,0.070534,True,
hp_max_C,0.008849,16,0.008867,0.000272,0.030654,16.000000,0.000000,True,
dinuc_AA,0.005999,17,0.005935,0.000386,0.065099,17.320000,0.653911,True,
shannon_entropy_global,0.005497,18,0.005445,0.000408,0.074844,18.500000,1.000000,True,
trinuc_AAC,0.005451,19,0.005446,0.000113,0.020788,18.445000,0.637946,True,
gc_win10_std,0.004984,20,0.004984,0.000214,0.042866,19.865000,0.653280,True,
dinuc_AC,0.004451,21,0.004457,0.000203,0.045652,21.095000,0.525333,True,
entropy_windowed_std,0.003901,22,0.003919,0.000535,0.136403,23.955000,3.265421,False,
homopolymer_centroid_pos,0.003694,23,0.003660,0.000206,0.056381,24.735000,1.958258,True,
dinuc_AG,0.003611,24,0.003593,0.000322,0.089723,25.685000,2.737841,True,
hairpin_score,0.003598,25,0.003587,0.000186,0.051741,25.430000,1.896075,True,
gc_win40_std,0.003592,26,0.003570,0.000230,0.064295,25.730000,2.284097,True,
gc_win20_mean,0.003581,27,0.003577,0.000212,0.059264,25.555000,2.096897,True,
freq_C,0.003536,28,0.003544,0.000184,0.051874,25.825000,2.164342,True,
gc_win20_std,0.003275,29,0.003275,0.000212,0.064807,28.680000,2.248911,True,
trinuc_ACA,0.003197,30,0.003199,0.000163,0.050869,29.515000,1.565176,True,
freq_G,0.003171,31,0.003171,0.000117,0.036795,29.985000,1.012312,True,
dinuc_GG,0.002740,32,0.002742,0.000123,0.044834,32.905000,1.194142,True,
dinuc_GT,0.002679,33,0.002691,0.000271,0.100878,33.600000,2.151743,True,
dinuc_TA,0.002627,34,0.002612,0.000117,0.044977,34.080000,1.324236,True,
dinuc_TT,0.002538,35,0.002536,0.000143,0.056395,34.935000,1.476745,True,
dinuc_CC,0.002454,36,0.002417,0.000256,0.106114,36.320000,2.529348,True,
repeat_fraction,0.002374,37,0.002383,0.000153,0.064145,36.450000,1.614776,True,
trinuc_ATC,0.002181,38,0.002175,0.000107,0.049385,38.885000,1.421891,True,
homopolymer_mean_run,0.002100,39,0.002083,0.000196,0.094046,39.960000,2.056307,True,
entropy_windowed_mean,0.002079,40,0.002089,0.000096,0.046081,39.930000,1.317232,True,
gc_win20_min,0.002077,41,0.002109,0.000248,0.117709,39.670000,2.476106,True,
dinuc_CG,0.002054,42,0.002043,0.000169,0.082817,40.365000,1.884615,True,
gc_win40_mean,0.001742,43,0.001731,0.000174,0.100252,43.525000,1.670142,True,
homopolymer_fraction,0.001612,44,0.001606,0.000114,0.070785,44.925000,1.513068,True,
trinuc_AAA,0.001560,45,0.001564,0.000062,0.039441,45.250000,1.271810,True,
trinuc_AGA,0.001550,46,0.001549,0.000037,0.024011,45.580000,1.128539,True,
trinuc_ACT,0.001491,47,0.001503,0.000168,0.111684,46.350000,2.353189,True,
palindrome_count,0.001355,48,0.001346,0.000147,0.109336,48.905000,2.507185,True,
trinuc_ACG,0.001323,49,0.001325,0.000053,0.039794,48.785000,1.052984,True,
dinuc_GA,0.001206,50,0.001208,0.000057,0.047452,51.230000,1.725427,True,
trinuc_ATA,0.001204,51,0.001194,0.000153,0.128152,52.095000,3.252072,False,
gc_middle_half,0.001179,52,0.001185,0.000121,0.101843,51.915000,2.734552,True,
gc_last_quarter,0.001171,53,0.001166,0.000040,0.034260,52.380000,1.437220,True,
dinuc_CT,0.001117,54,0.001118,0.000085,0.075703,53.565000,2.122681,True,
gc_first_quarter,0.001081,55,0.001075,0.000087,0.081172,54.850000,2.248889,True,
trinuc_AAG,0.001043,56,0.001043,0.000083,0.079148,55.665000,2.088726,True,
trinuc_AAT,0.001008,57,0.001006,0.000030,0.030173,56.650000,1.134681,True,
trinuc_ATG,0.000947,58,0.000953,0.000139,0.146324,57.545000,2.940744,True,
dinuc_TC,0.000923,59,0.000925,0.000051,0.054851,58.565000,1.107147,True,
trinuc_AGT,0.000876,60,0.000875,0.000041,0.046866,59.560000,0.972831,True,
gc_win20_max,0.000765,61,0.000762,0.000130,0.170382,60.730000,1.961403,True,
inverted_repeat_count,0.000659,62,0.000657,0.000074,0.113228,62.065000,0.933153,True,
dinuc_GC,0.000605,63,0.000609,0.000042,0.068488,62.665000,0.723032,True,
dinuc_AT,0.000519,64,0.000519,0.000060,0.115853,63.785000,0.564602,True,
gc_win40_max,0.000326,65,0.000323,0.000029,0.088338,65.785000,0.948037,True,
trinuc_AGC,0.000304,66,0.000305,0.000024,0.079360,66.330000,0.866660,True,
rle_n_runs,0.000304,67,0.000301,0.000039,0.129787,66.485000,1.095342,True,
gc_win10_max,0.000277,68,0.000273,0.000037,0.135296,67.410000,0.928386,True,
trinuc_ACC,0.000185,69,0.000183,0.000023,0.123418,68.985000,0.121552,True,
gc_win40_min,0.000076,70,0.000077,0.000013,0.173055,70.000000,0.000000,True,
