feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
gc_global,0.044162,1,0.044246,0.000914,0.020660,1.055000,0.227980,True,1.000000
at_skew,0.042309,2,0.042294,0.000710,0.016780,1.945000,0.227980,True,1.000000
homopolymer_max_run,0.034335,3,0.034345,0.001213,0.035314,3.000000,0.000000,True,1.000000
at_global,0.018656,4,0.018675,0.000356,0.019078,4.430000,0.495076,True,1.000000
freq_A,0.018541,5,0.018550,0.000392,0.021120,4.570000,0.495076,True,1.000000
gc_skew,0.012074,6,0.012124,0.000300,0.024779,6.000000,0.000000,True,1.000000
freq_G,0.007761,7,0.007768,0.000188,0.024218,7.095000,0.354930,True,1.000000
gc_win20_mean,0.007420,8,0.007392,0.000170,0.022980,8.060000,0.443170,True,1.000000
dinuc_TG,0.007063,9,0.007053,0.000187,0.026482,9.230000,0.683447,True,0.955000
entropy_windowed_std,0.006757,10,0.006773,0.000167,0.024677,10.265000,0.674370,True,0.660000
gc_win10_mean,0.006692,11,0.006663,0.000404,0.060606,10.560000,1.093801,True,
shannon_entropy_global,0.006329,12,0.006306,0.000225,0.035615,11.795000,0.427756,True,
gc_win10_std,0.005669,13,0.005665,0.000138,0.024405,13.065000,0.301289,True,
hairpin_score,0.005362,14,0.005341,0.000141,0.026381,14.365000,0.617879,True,
trinuc_ATT,0.005281,15,0.005286,0.000137,0.025884,14.655000,0.613168,True,
homopolymer_centroid_pos,0.005009,16,0.005004,0.000108,0.021508,16.040000,0.467333,True,
freq_C,0.004748,17,0.004743,0.000163,0.034453,17.160000,0.635925,True,
dinuc_CA,0.004590,18,0.004587,0.000151,0.033018,17.815000,0.625120,True,
entropy_windowed_mean,0.004288,19,0.004272,0.000112,0.026132,19.570000,0.738309,True,
palindrome_count,0.004263,20,0.004265,0.000114,0.026756,19.580000,0.695414,True,
gc_win20_std,0.004061,21,0.004067,0.000150,0.036797,20.990000,0.818474,True,
trinuc_AGG,0.003910,22,0.003908,0.000086,0.021887,21.930000,0.561338,True,
dinuc_AA,0.003713,23,0.003725,0.000144,0.038556,23.170000,1.149391,True,
gc_middle_half,0.003517,24,0.003506,0.000090,0.025657,25.405000,1.520189,True,
dinuc_TC,0.003499,25,0.003480,0.000126,0.036304,26.070000,2.138948,True,
approx_free_energy,0.003434,26,0.003409,0.000140,0.041117,27.260000,2.571459,True,
gc_win40_std,0.003418,27,0.003408,0.000128,0.037632,27.375000,2.341874,True,
dinuc_GT,0.003405,28,0.003398,0.000114,0.033429,27.480000,2.179358,True,
dinuc_GG,0.003382,29,0.003389,0.000092,0.027131,27.655000,1.901572,True,
dinuc_AT,0.003354,30,0.003353,0.000080,0.023906,28.450000,1.687454,True,
trinuc_AAT,0.003212,31,0.003208,0.000060,0.018587,31.385000,1.279365,True,
dinuc_GA,0.003146,32,0.003145,0.000107,0.034029,32.275000,1.783080,True,
gc_win20_max,0.003132,33,0.003130,0.000082,0.026178,32.660000,1.365430,True,
trinuc_AGA,0.003042,34,0.003044,0.000101,0.033153,34.145000,1.638284,True,
trinuc_ATA,0.002995,35,0.002999,0.000069,0.023148,34.920000,1.197330,True,
dinuc_AC,0.002861,36,0.002863,0.000066,0.023067,37.005000,1.155411,True,
trinuc_ACT,0.002828,37,0.002826,0.000095,0.033527,37.495000,1.536221,True,
hp_max_A,0.002779,38,0.002785,0.000290,0.104287,38.100000,4.216634,False,
gc_win10_min,0.002742,39,0.002725,0.000160,0.058873,38.995000,2.380121,True,
trinuc_AGC,0.002684,40,0.002670,0.000129,0.048482,39.895000,2.015930,True,
dinuc_CT,0.002654,41,0.002641,0.000095,0.035913,40.375000,1.610706,True,
dinuc_AG,0.002592,42,0.002600,0.000099,0.038202,41.095000,1.704692,True,
repeat_fraction,0.002513,43,0.002519,0.000081,0.032185,42.385000,1.373599,True,
trinuc_ACC,0.002386,44,0.002387,0.000034,0.014040,44.430000,0.674611,True,
inverted_repeat_count,0.002371,45,0.002365,0.000137,0.057898,44.420000,1.680357,True,
gc_last_quarter,0.002254,46,0.002258,0.000119,0.052913,45.780000,1.196495,True,
trinuc_AAC,0.002149,47,0.002149,0.000043,0.020194,46.855000,0.635590,True,
dinuc_TA,0.002034,48,0.002030,0.000095,0.046759,47.970000,0.767529,True,
gc_win40_mean,0.001857,49,0.001853,0.000095,0.051272,49.635000,1.087095,True,
trinuc_ATG,0.001817,50,0.001813,0.000071,0.039129,50.125000,0.921615,True,
homopolymer_mean_run,0.001782,51,0.001773,0.000093,0.052697,50.575000,1.031686,True,
homopolymer_fraction,0.001662,52,0.001677,0.000117,0.070031,51.610000,1.139254,True,
freq_T,0.001499,53,0.001504,0.000112,0.074566,53.170000,1.039760,True,
