n_bootstrap,n_info_sequences,regime_lo,regime_hi,top_k,stable_rank_std_thr,mean_tau,std_tau,ci95_lo,ci95_hi,n_stable_features,frac_stable_features
200,658,0.150000,0.850000,10,3.000000,0.963879,0.005760,0.952246,0.974026,70,0.921053
