feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
palindrome_count,0.002262,33,0.002263,0.000079,0.035081,33.110000,1.599344,True,
gc_win40_std,0.002209,34,0.002213,0.000063,0.028414,34.245000,1.604673,True,
freq_T,0.002151,35,0.002149,0.000123,0.057289,35.865000,2.593603,True,
trinuc_AAT,0.002149,36,0.002152,0.000047,0.022022,35.740000,1.429126,True,
trinuc_ACA,0.002081,37,0.002068,0.000141,0.068019,37.520000,2.884372,True,
dinuc_GG,0.002079,38,0.002075,0.000088,0.042616,37.410000,1.892591,True,
trinuc_ACT,0.002065,39,0.002060,0.000067,0.032584,37.820000,1.482430,True,
gc_win40_mean,0.001925,40,0.001926,0.000079,0.040933,40.585000,1.879568,True,
gc_win10_min,0.001861,41,0.001846,0.000136,0.073867,42.500000,3.029851,False,
dinuc_AG,0.001854,42,0.001850,0.000082,0.044553,42.585000,2.035381,True,
dinuc_CC,0.001845,43,0.001842,0.000069,0.037597,42.710000,1.850919,True,
trinuc_ACG,0.001833,44,0.001833,0.000054,0.029579,43.080000,1.521052,True,
trinuc_ATA,0.001798,45,0.001800,0.000066,0.036636,43.725000,1.652082,True,
homopolymer_fraction,0.001760,46,0.001753,0.000081,0.046284,44.795000,1.798048,True,
dinuc_CT,0.001571,47,0.001589,0.000082,0.051545,47.875000,1.392614,True,
entropy_windowed_mean,0.001534,48,0.001535,0.000050,0.032355,48.715000,1.230356,True,
dinuc_TT,0.001528,49,0.001535,0.000059,0.038509,48.770000,1.359081,True,
trinuc_ATG,0.001496,50,0.001493,0.000041,0.027144,49.705000,1.121595,True,
trinuc_ACC,0.001486,51,0.001487,0.000096,0.064686,49.830000,1.712046,True,
dinuc_AC,0.001337,52,0.001334,0.000047,0.035567,52.360000,0.663626,True,
gc_middle_half,0.001310,53,0.001310,0.000055,0.041771,52.660000,0.751266,True,
gc_win20_mean,0.001201,54,0.001197,0.000070,0.058788,53.835000,0.487622,True,
gc_first_quarter,0.001020,55,0.001013,0.000060,0.059192,56.425000,1.553826,True,
trinuc_ATC,0.001008,56,0.001009,0.000032,0.031398,56.245000,1.046411,True,
trinuc_AAC,0.000981,57,0.000986,0.000049,0.049678,57.135000,1.684273,True,
dinuc_GC,0.000963,58,0.000965,0.000037,0.038261,57.845000,1.428627,True,
dinuc_GA,0.000955,59,0.000956,0.000023,0.023820,58.345000,1.027606,True,
dinuc_TA,0.000910,60,0.000906,0.000055,0.060799,59.770000,1.573881,True,
trinuc_AGT,0.000842,61,0.000844,0.000034,0.040266,61.395000,0.706382,True,
hp_max_A,0.000827,62,0.000839,0.000096,0.114005,61.160000,1.880000,True,
dinuc_CG,0.000766,63,0.000764,0.000037,0.048505,62.800000,0.547723,True,
gc_win40_max,0.000692,64,0.000693,0.000032,0.045884,63.925000,0.457575,True,
rle_n_runs,0.000616,65,0.000615,0.000014,0.022987,65.365000,0.521320,True,
gc_win20_max,0.000611,66,0.000608,0.000018,0.029094,65.585000,0.531766,True,
trinuc_AAG,0.000477,67,0.000478,0.000023,0.048494,67.205000,0.403702,True,
trinuc_AGC,0.000444,68,0.000448,0.000023,0.051696,67.795000,0.403702,True,
gc_win20_min,0.000314,69,0.000314,0.000018,0.058004,69.010000,0.099499,True,
hp_max_G,0.000219,70,0.000221,0.000033,0.150864,70.000000,0.141421,True,
trinuc_AAA,0.000140,71,0.000141,0.000017,0.118581,70.990000,0.099499,True,
hp_max_T,0.000072,72,0.000072,0.000015,0.208960,72.000000,0.000000,True,
seq_length,0.000000,73,0.000000,0.000000,,73.000000,0.000000,True,
hp_max_C,0.000000,74,0.000000,0.000000,,74.000000,0.000000,True,
gc_constraint_violation,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
