feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
at_skew,0.052476,1,0.052499,0.000859,0.016356,1.000000,0.000000,True,1.000000
gc_global,0.030773,2,0.030828,0.000689,0.022366,2.000000,0.000000,True,1.000000
homopolymer_max_run,0.022979,3,0.023064,0.000907,0.039335,3.000000,0.000000,True,1.000000
freq_A,0.019811,4,0.019878,0.000654,0.032878,4.000000,0.000000,True,1.000000
gc_skew,0.015354,5,0.015365,0.000224,0.014564,5.380000,0.485386,True,1.000000
freq_G,0.015252,6,0.015270,0.000407,0.026647,5.620000,0.485386,True,1.000000
at_global,0.010452,7,0.010471,0.000249,0.023745,7.000000,0.000000,True,1.000000
dinuc_AA,0.008508,8,0.008537,0.000327,0.038324,8.000000,0.000000,True,1.000000
gc_win20_std,0.007132,9,0.007152,0.000144,0.020097,9.065000,0.246526,True,1.000000
dinuc_CA,0.006489,10,0.006500,0.000363,0.055897,10.085000,0.455823,True,0.850000
entropy_windowed_std,0.006099,11,0.006101,0.000158,0.025966,10.850000,0.357071,True,
hairpin_score,0.005321,12,0.005322,0.000094,0.017733,12.000000,0.000000,True,
trinuc_ATT,0.004406,13,0.004398,0.000066,0.014990,13.690000,0.723809,True,
repeat_fraction,0.004393,14,0.004383,0.000138,0.031450,13.995000,0.987408,True,
dinuc_GT,0.004237,15,0.004256,0.000115,0.027088,15.075000,1.090585,True,
homopolymer_mean_run,0.004198,16,0.004186,0.000177,0.042375,15.840000,1.286235,True,
freq_C,0.004108,17,0.004106,0.000060,0.014692,16.540000,0.698856,True,
shannon_entropy_global,0.003856,18,0.003859,0.000142,0.036849,18.085000,0.719566,True,
trinuc_AGG,0.003678,19,0.003680,0.000115,0.031149,19.290000,0.840179,True,
gc_last_quarter,0.003604,20,0.003609,0.000090,0.024803,19.815000,0.837123,True,
rle_std_run_len,0.003476,21,0.003485,0.000089,0.025423,20.945000,0.756290,True,
dinuc_TG,0.003350,22,0.003363,0.000100,0.029846,21.970000,0.677569,True,
gc_win10_mean,0.003203,23,0.003195,0.000140,0.043671,23.615000,1.344163,True,
inverted_repeat_count,0.003116,24,0.003115,0.000083,0.026646,24.355000,1.053079,True,
homopolymer_centroid_pos,0.003066,25,0.003074,0.000114,0.037144,24.915000,1.279756,True,
gc_win10_max,0.003050,26,0.003047,0.000033,0.010804,25.280000,0.949526,True,
dinuc_AT,0.002895,27,0.002881,0.000144,0.050140,26.710000,1.061084,True,
trinuc_AGA,0.002650,28,0.002652,0.000048,0.018189,28.275000,0.599479,True,
gc_win10_std,0.002604,29,0.002608,0.000094,0.035924,28.745000,0.678215,True,
gc_win40_min,0.002410,30,0.002407,0.000063,0.026116,30.690000,0.808641,True,
approx_free_energy,0.002395,31,0.002402,0.000117,0.048582,30.950000,1.541914,True,
dinuc_TC,0.002279,32,0.002278,0.000059,0.025953,32.785000,1.264427,True,
