feature,ref_importance,ref_rank,mean_importance,std_importance,cv_importance,mean_rank,std_rank,is_stable,top_k_consistency
hp_max_A,0.002364,43,0.002364,0.000091,0.038440,43.160000,1.488086,True,
dinuc_AT,0.002319,44,0.002320,0.000142,0.061385,43.650000,1.788155,True,
entropy_windowed_std,0.002258,45,0.002247,0.000161,0.071843,44.410000,1.863304,True,
trinuc_AGG,0.002248,46,0.002235,0.000189,0.084657,44.460000,1.925721,True,
dinuc_AC,0.001841,47,0.001838,0.000055,0.029784,48.245000,0.977228,True,
trinuc_ACA,0.001817,48,0.001811,0.000088,0.048765,48.495000,1.081654,True,
dinuc_GA,0.001815,49,0.001803,0.000169,0.093636,48.680000,1.765673,True,
dinuc_CT,0.001805,50,0.001802,0.000100,0.055713,48.700000,1.292285,True,
gc_win20_std,0.001590,51,0.001591,0.000083,0.052415,50.910000,0.708449,True,
gc_win20_min,0.001399,52,0.001393,0.000154,0.110292,52.450000,1.112430,True,
gc_first_quarter,0.001364,53,0.001367,0.000072,0.052938,52.605000,0.684817,True,
trinuc_AGA,0.001176,54,0.001173,0.000092,0.078539,54.345000,0.822177,True,
inverted_repeat_count,0.001145,55,0.001147,0.000092,0.079802,54.670000,0.872410,True,
homopolymer_mean_run,0.001041,56,0.001045,0.000071,0.067833,55.770000,0.597578,True,
trinuc_AGT,0.000886,57,0.000890,0.000051,0.057725,57.315000,0.561939,True,
gc_win20_max,0.000856,58,0.000859,0.000073,0.085161,57.685000,0.604793,True,
dinuc_TA,0.000671,59,0.000675,0.000067,0.099860,59.815000,1.082024,True,
dinuc_TC,0.000625,60,0.000619,0.000059,0.094918,60.820000,1.291356,True,
trinuc_AAA,0.000607,61,0.000614,0.000078,0.127801,61.070000,1.423060,True,
gc_middle_half,0.000599,62,0.000604,0.000074,0.122174,61.095000,1.317564,True,
trinuc_ATC,0.000548,63,0.000547,0.000057,0.104412,62.305000,1.154112,True,
trinuc_ACG,0.000401,64,0.000399,0.000049,0.121637,64.745000,0.866011,True,
trinuc_ATT,0.000386,65,0.000391,0.000068,0.172500,64.865000,1.089392,True,
trinuc_ATA,0.000363,66,0.000366,0.000042,0.113358,65.285000,0.844852,True,
gc_win40_max,0.000279,67,0.000278,0.000021,0.076402,66.945000,0.268282,True,
gc_win10_min,0.000183,68,0.000183,0.000025,0.136890,68.665000,0.895977,True,
dinuc_GC,0.000166,69,0.000166,0.000043,0.257281,69.330000,1.166662,True,
trinuc_AAT,0.000158,70,0.000155,0.000017,0.111013,69.715000,1.041045,True,
trinuc_AGC,0.000134,71,0.000134,0.000016,0.121834,70.855000,0.976716,True,
trinuc_ATG,0.000122,72,0.000120,0.000035,0.288492,71.425000,0.879986,True,
seq_length,0.000000,73,0.000000,0.000000,,73.000000,0.000000,True,
gc_constraint_violation,0.000000,74,0.000000,0.000000,,74.000000,0.000000,True,
rle_n_runs,0.000000,75,0.000000,0.000000,,75.000000,0.000000,True,
rle_mean_run_len,0.000000,76,0.000000,0.000000,,76.000000,0.000000,True,
