ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,0.00033398147022873774,0.0005365727449870772,0.005022222222222222,0.0,0,1500,1500
no_gc_skew,,,0.0002402198631506612,0.0024032394116537434,0.003155555555555556,0.0,0,1500,1500
no_hp_stutter,,,0.0001490248966910834,0.003781017189431521,0.001777777777777778,0.0,0,1500,1500
flat_skew,,,8.634885678589956e-05,0.004892128300542632,0.0006666666666666666,0.0,0,1500,1500
