ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.6162545201356602,0.7322988115899278,0.017072240555901896,0.0065228731632232615,0.5513333333333333,0.612,918,582,1500
no_gc_skew,0.5467643902895701,0.5902334552419024,0.02566013480150878,0.028393998135460737,0.5211111111111111,0.556,834,666,1500
no_hp_stutter,0.602941994378898,0.7002971651225125,0.019400592954597666,0.011727331468794074,0.5385777777777778,0.6013333333333334,902,598,1500
flat_skew,0.5488771848593588,0.5839656080213327,0.026881817660329096,0.028927331468794115,0.5235111111111111,0.5653333333333334,848,652,1500
