ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,1.770865771072906e-05,4.462111677664023e-05,0.0002666666666666667,0.0,0,1500,1500
no_gc_skew,,,2.6538334452980612e-05,0.00017795445010997362,0.0004000000000000001,0.0,0,1500,1500
no_hp_stutter,,,1.1822206549228028e-05,4.4267772112248664e-05,0.00017777777777777779,0.0,0,1500,1500
flat_skew,,,4.9304226225964225e-08,0.00022204554989002645,0.0,0.0,0,1500,1500
