ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,0.000113827645349334,0.00010949320077068263,0.0017777777777777776,0.0,0,1500,1500
no_gc_skew,,,6.523040426286259e-05,0.0006905067992293171,0.000977777777777778,0.0,0,1500,1500
no_hp_stutter,,,0.00012265882744776405,6.504875632623846e-05,0.0017333333333333335,0.0,0,1500,1500
flat_skew,,,6.251022826823347e-05,0.0007349512436737616,0.0009333333333333334,0.0,0,1500,1500
