ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.9306204136090728,0.009523809523809525,0.004677727514698749,0.004230254556404219,0.0736,0.0006666666666666666,1,1499,1500
no_gc_skew,,,0.005518409861354013,0.021906976446509366,0.05,0.0,0,1500,1500
no_hp_stutter,,,0.005580971414496701,0.03968475422428713,0.03222222222222222,0.0,0,1500,1500
flat_skew,,,0.006371309990281508,0.05177364311317603,0.020133333333333336,0.0,0,1500,1500
