ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.8690818000703151,0.7149199398246839,0.015382965040776313,0.010422799660099916,0.3350666666666667,0.14133333333333334,212,1288,1500
no_gc_skew,0.7370893288614807,0.12105083605511284,0.03334995739773011,0.06632353088590832,0.2687555555555555,0.052,78,1422,1500
no_hp_stutter,0.8257780784844385,0.05639156789424278,0.042852188883750385,0.12841958906782996,0.20657777777777778,0.014666666666666666,22,1478,1500
flat_skew,0.5350935828877006,0.004172272114773711,0.05590599621511816,0.16535292240116334,0.16964444444444443,0.0026666666666666666,4,1496,1500
