ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,7.989180951767403e-05,0.0002256188943600538,0.0011555555555555557,0.0,0,1500,1500
no_gc_skew,,,5.0363259012035905e-05,0.0008478411165822762,0.0005333333333333334,0.0,0,1500,1500
no_hp_stutter,,,7.355779000049293e-05,0.00022561889436005403,0.0011555555555555555,0.0,0,1500,1500
flat_skew,,,4.035107693462572e-05,0.001025618894360054,0.00035555555555555557,0.0,0,1500,1500
