ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.8696459790209791,0.1560574509898359,0.009182874213390407,0.009177853412222506,0.1822222222222222,0.029333333333333333,44,1456,1500
no_gc_skew,0.8898100035698702,0.0709267125716442,0.02955812580923192,0.09647509409466551,0.08635555555555556,0.011333333333333334,17,1483,1500
no_hp_stutter,0.9776368491321762,0.04177433247200689,0.041308439686286856,0.14762389763448802,0.03515555555555556,0.0013333333333333333,2,1498,1500
flat_skew,,,0.04388131891271536,0.1588750940946655,0.02448888888888889,0.0,0,1500,1500
