ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.8936315481460362,0.9834093277498763,0.00649334261906472,0.006077136986785501,0.8244444444444446,0.8626666666666667,1294,206,1500
no_gc_skew,0.6399132089413584,0.7930099307651084,0.08791078093382047,0.17251287817822555,0.6512888888888889,0.7046666666666667,1057,443,1500
no_hp_stutter,0.5538907090594049,0.6685533337353133,0.1364561565490464,0.2763795448448923,0.55,0.6226666666666667,934,566,1500
flat_skew,0.513991326410196,0.6127778039133551,0.14475018644362794,0.2957128781782256,0.5324444444444445,0.5946666666666667,892,608,1500
