ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,0.00549067891611936,0.0013289812261859735,0.0892,0.0,0,1500,1500
no_gc_skew,,,0.006300851269197177,0.023328981226185954,0.0672,0.0,0,1500,1500
no_hp_stutter,,,0.0053200135428911445,0.00586231455951931,0.08466666666666665,0.0,0,1500,1500
flat_skew,,,0.006493883963302926,0.023684536781741525,0.06684444444444443,0.0,0,1500,1500
