ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,0.000804959206136363,0.00080254012869878,0.011155555555555556,0.0,0,1500,1500
no_gc_skew,,,0.0004228351366377181,0.005953015426856776,0.004399999999999999,0.0,0,1500,1500
no_hp_stutter,,,0.0007207625288815051,4.190431574566458e-05,0.010311111111111111,0.0,0,1500,1500
flat_skew,,,0.0004517400485520755,0.005464126537967886,0.00488888888888889,0.0,0,1500,1500
