ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.999979744579143,0.9995829207549433,0.0048597602282992435,0.0025509179815649975,0.11164444444444445,0.046,69,1431,1500
no_gc_skew,,,0.028909896425618982,0.03594346805827484,0.0816,0.0,0,1500,1500
no_hp_stutter,0.9867476273726274,0.8091079009869616,0.014236726154235588,0.015405572177138602,0.09848888888888888,0.029333333333333333,44,1456,1500
flat_skew,,,0.029167488941741024,0.03581010276857349,0.07804444444444444,0.0,0,1500,1500
