ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,,,0.0020339168292325236,0.0018657672749626563,0.9699111111111112,1.0,1500,0,1500
no_gc_skew,,,0.006346110160067935,0.033357812852329694,0.9363999999999999,1.0,1500,0,1500
no_hp_stutter,,,0.010189517688203444,0.05469114618566303,0.9162222222222223,1.0,1500,0,1500
flat_skew,,,0.010840098006089234,0.05980225729677409,0.9104000000000001,1.0,1500,0,1500
