ablation,auroc,pr_auc,brier,ece,mean_failure_freq,frac_failed,n_pos,n_neg,n_sequences
full,0.6534228187919463,0.9965916035630492,0.01044699103321594,0.002988080684344012,0.8104000000000001,0.9933333333333333,1490,10,1500
no_gc_skew,0.48852348993288586,0.993692657252681,0.012772197154378072,0.01581191931565609,0.7915999999999999,0.9933333333333333,1490,10,1500
no_hp_stutter,0.714515050167224,0.998692237530391,0.010280172308830925,0.00770887854629098,0.8067111111111113,0.9966666666666667,1495,5,1500
flat_skew,0.7209181011997913,0.9974468264895678,0.013132350704066903,0.010923030426767118,0.7964888888888889,0.994,1491,9,1500
