ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.006251,0.023163,0.017572,0.035418,0.016912,0.005954,0.006875,0.005777,0.008142,0.000921,0.150000,0.850000,500,0.050000
