ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.017136,0.114026,0.096569,0.134201,0.096890,0.004480,0.016325,0.011145,0.023469,0.011844,0.150000,0.850000,500,0.050000
