ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.038317,0.176190,0.166667,0.185714,0.137874,0.003130,0.031270,0.027778,0.034762,0.028140,0.150000,0.850000,500,0.050000
