sub_rate,coverage,n_simple,n_constrained,gc_lo,gc_hi,hp_max_constrained,frac_simple_out_of_support,mean_ff_simple,mean_ff_constrained,raw_effect,overlap_effect,adjusted_effect,confound_fraction,n_cells_with_both
0.090000,5,302,300,0.400000,0.600000,3,0.688742,0.038190,0.013889,0.024301,0.016253,0.019356,0.203484,2
0.090000,3,304,304,0.400000,0.600000,3,0.690789,0.508333,0.115461,0.392873,0.110426,-0.019570,1.049812,1
0.120000,5,302,301,0.400000,0.600000,3,0.708609,0.078146,0.038317,0.039829,0.017365,-0.003247,1.081518,2
0.120000,3,305,304,0.400000,0.600000,3,0.698361,0.684044,0.264583,0.419460,0.075272,-0.115002,1.274166,2
