key,delta,comparison,n_pairs,median_diff,mean_diff,n_better,n_worse,n_tied,statistic,p_value,p_adjusted,significant_at_0.05,direction
sub12_k5_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub12_k5_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub12_k5_simple,1,xgb_cal_deployable_vs_uniform,30,0.001333,0.001067,0,24,6,0.000000,0.000016,0.000029,True,worse
sub12_k5_simple,2,oracle_vs_uniform,30,0.000000,-0.000311,14,4,12,32.000000,0.016594,0.020477,True,better
sub12_k5_simple,2,xgb_cal_vs_uniform,30,-0.000667,-0.000511,16,1,13,11.000000,0.001595,0.002102,True,better
sub12_k5_simple,2,xgb_cal_deployable_vs_uniform,30,-0.006000,-0.006333,30,0,0,0.000000,0.000002,0.000004,True,better
sub12_k5_simple,2,benefit_model_deployable_vs_uniform,30,0.002000,0.001956,5,21,4,23.000000,0.000105,0.000130,True,worse
sub12_k5_simple,3,oracle_vs_uniform,30,0.000000,0.000378,5,14,11,37.000000,0.018372,0.022199,True,worse
sub12_k5_simple,3,xgb_cal_vs_uniform,30,0.000000,-0.000133,13,8,9,109.000000,0.817932,0.832282,False,ns
sub12_k5_simple,3,xgb_cal_deployable_vs_uniform,30,-0.001333,-0.001667,21,4,5,45.500000,0.001610,0.002237,True,better
sub12_k5_simple,3,benefit_model_deployable_vs_uniform,30,0.018667,0.018444,0,30,0,0.000000,0.000002,0.000003,True,worse
sub12_k5_simple,4,oracle_vs_uniform,30,0.000000,0.000178,13,11,6,122.000000,0.422525,0.462386,False,ns
sub12_k5_simple,4,xgb_cal_vs_uniform,30,-0.001333,-0.001622,22,5,3,38.500000,0.000291,0.000411,True,better
sub12_k5_simple,4,xgb_cal_deployable_vs_uniform,30,-0.004000,-0.004156,24,4,2,16.000000,0.000020,0.000035,True,better
sub12_k5_simple,4,benefit_model_deployable_vs_uniform,30,0.003000,0.002978,3,26,1,34.500000,0.000075,0.000096,True,worse
sub15_k3_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k3_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k3_constrained,1,xgb_cal_deployable_vs_uniform,30,0.010000,0.009911,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,2,oracle_vs_uniform,30,-0.008000,-0.008822,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_constrained,2,xgb_cal_vs_uniform,30,0.008333,0.008289,2,28,0,3.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,2,xgb_cal_deployable_vs_uniform,30,0.008000,0.008333,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,2,benefit_model_deployable_vs_uniform,30,0.007000,0.007644,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k3_constrained,3,oracle_vs_uniform,30,-0.007333,-0.007889,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_constrained,3,xgb_cal_vs_uniform,30,0.016000,0.016400,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,3,xgb_cal_deployable_vs_uniform,30,0.016667,0.016756,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,3,benefit_model_deployable_vs_uniform,30,0.016667,0.016622,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k3_constrained,4,oracle_vs_uniform,30,-0.014000,-0.014578,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_constrained,4,xgb_cal_vs_uniform,30,0.015000,0.015756,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,4,xgb_cal_deployable_vs_uniform,30,0.014667,0.014222,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_constrained,4,benefit_model_deployable_vs_uniform,30,0.014000,0.014000,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k3_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k3_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k3_simple,1,xgb_cal_deployable_vs_uniform,30,0.010000,0.009978,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,2,oracle_vs_uniform,30,-0.027333,-0.027200,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_simple,2,xgb_cal_vs_uniform,30,0.030667,0.030667,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,2,xgb_cal_deployable_vs_uniform,30,0.009000,0.009422,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,2,benefit_model_deployable_vs_uniform,30,0.006333,0.006222,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k3_simple,3,oracle_vs_uniform,30,-0.026000,-0.026667,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_simple,3,xgb_cal_vs_uniform,30,0.057333,0.058933,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,3,xgb_cal_deployable_vs_uniform,30,0.018000,0.018156,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,3,benefit_model_deployable_vs_uniform,30,0.016667,0.016867,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k3_simple,4,oracle_vs_uniform,30,-0.108333,-0.108067,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k3_simple,4,xgb_cal_vs_uniform,30,0.094000,0.094067,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,4,xgb_cal_deployable_vs_uniform,30,0.016667,0.017022,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k3_simple,4,benefit_model_deployable_vs_uniform,30,0.007333,0.007667,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k5_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k5_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k5_constrained,1,xgb_cal_deployable_vs_uniform,30,0.003333,0.003356,0,29,1,0.000000,0.000002,0.000005,True,worse
sub15_k5_constrained,2,oracle_vs_uniform,30,0.000000,0.000022,6,7,17,36.000000,0.475344,0.510554,False,ns
sub15_k5_constrained,2,xgb_cal_vs_uniform,30,0.000000,-0.000044,6,5,19,32.500000,0.962952,0.962952,False,ns
sub15_k5_constrained,2,xgb_cal_deployable_vs_uniform,30,-0.001667,-0.000956,20,10,0,142.500000,0.063824,0.078496,False,ns
sub15_k5_constrained,2,benefit_model_deployable_vs_uniform,30,0.003333,0.003289,1,28,1,1.000000,0.000003,0.000004,True,worse
sub15_k5_constrained,3,oracle_vs_uniform,30,0.000000,0.000178,1,9,20,4.500000,0.012934,0.016671,True,worse
sub15_k5_constrained,3,xgb_cal_vs_uniform,30,0.000000,0.000289,1,13,16,3.500000,0.001647,0.002123,True,worse
sub15_k5_constrained,3,xgb_cal_deployable_vs_uniform,30,0.006000,0.005978,1,29,0,1.000000,0.000002,0.000004,True,worse
sub15_k5_constrained,3,benefit_model_deployable_vs_uniform,30,0.016000,0.015933,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k5_constrained,4,oracle_vs_uniform,30,0.000667,0.000444,9,16,5,58.500000,0.004751,0.006408,True,worse
sub15_k5_constrained,4,xgb_cal_vs_uniform,30,0.000667,0.000489,8,17,5,67.500000,0.010124,0.012233,True,worse
sub15_k5_constrained,4,xgb_cal_deployable_vs_uniform,30,0.004667,0.004267,2,28,0,10.500000,0.000005,0.000009,True,worse
sub15_k5_constrained,4,benefit_model_deployable_vs_uniform,30,0.007333,0.007600,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k5_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k5_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub15_k5_simple,1,xgb_cal_deployable_vs_uniform,30,0.003333,0.003311,0,30,0,0.000000,0.000002,0.000004,True,worse
sub15_k5_simple,2,oracle_vs_uniform,30,-0.002000,-0.001889,23,3,4,21.500000,0.000089,0.000136,True,better
sub15_k5_simple,2,xgb_cal_vs_uniform,30,-0.004000,-0.003844,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k5_simple,2,xgb_cal_deployable_vs_uniform,30,-0.007333,-0.007933,30,0,0,0.000000,0.000002,0.000004,True,better
sub15_k5_simple,2,benefit_model_deployable_vs_uniform,30,-0.005333,-0.005289,26,2,2,10.500000,0.000012,0.000016,True,better
sub15_k5_simple,3,oracle_vs_uniform,30,0.000667,0.000578,8,20,2,111.000000,0.034912,0.039704,True,worse
sub15_k5_simple,3,xgb_cal_vs_uniform,30,0.000000,-0.000289,12,7,11,62.500000,0.186534,0.204131,False,ns
sub15_k5_simple,3,xgb_cal_deployable_vs_uniform,30,0.000667,0.000689,9,19,2,141.500000,0.159979,0.188108,False,ns
sub15_k5_simple,3,benefit_model_deployable_vs_uniform,30,0.006667,0.006933,0,30,0,0.000000,0.000002,0.000003,True,worse
sub15_k5_simple,4,oracle_vs_uniform,30,-0.002000,-0.001533,21,8,1,105.500000,0.015300,0.019291,True,better
sub15_k5_simple,4,xgb_cal_vs_uniform,30,-0.004000,-0.004378,28,1,1,1.000000,0.000003,0.000005,True,better
sub15_k5_simple,4,xgb_cal_deployable_vs_uniform,30,-0.003000,-0.003778,21,8,1,64.000000,0.000897,0.001262,True,better
sub15_k5_simple,4,benefit_model_deployable_vs_uniform,30,0.000000,0.001600,14,12,4,128.500000,0.232386,0.241101,False,ns
sub18_k3_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k3_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k3_constrained,1,xgb_cal_deployable_vs_uniform,30,0.006667,0.006200,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_constrained,2,oracle_vs_uniform,30,-0.012000,-0.012067,29,0,1,0.000000,0.000003,0.000005,True,better
sub18_k3_constrained,2,xgb_cal_vs_uniform,30,0.003667,0.002844,7,23,0,67.500000,0.000683,0.000943,True,worse
sub18_k3_constrained,2,xgb_cal_deployable_vs_uniform,30,-0.002333,-0.001222,16,13,1,161.000000,0.221520,0.249501,False,ns
sub18_k3_constrained,2,benefit_model_deployable_vs_uniform,30,-0.014000,-0.013778,30,0,0,0.000000,0.000002,0.000003,True,better
sub18_k3_constrained,3,oracle_vs_uniform,30,-0.005667,-0.006444,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_constrained,3,xgb_cal_vs_uniform,30,0.010667,0.009822,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_constrained,3,xgb_cal_deployable_vs_uniform,30,0.008667,0.008844,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_constrained,3,benefit_model_deployable_vs_uniform,30,0.009333,0.009356,0,30,0,0.000000,0.000002,0.000003,True,worse
sub18_k3_constrained,4,oracle_vs_uniform,30,-0.056000,-0.057289,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_constrained,4,xgb_cal_vs_uniform,30,-0.024000,-0.025667,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_constrained,4,xgb_cal_deployable_vs_uniform,30,-0.024000,-0.024978,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_constrained,4,benefit_model_deployable_vs_uniform,30,-0.046000,-0.046889,30,0,0,0.000000,0.000002,0.000003,True,better
sub18_k3_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k3_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k3_simple,1,xgb_cal_deployable_vs_uniform,30,0.006000,0.006222,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,2,oracle_vs_uniform,30,-0.017000,-0.017511,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_simple,2,xgb_cal_vs_uniform,30,0.014000,0.013467,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,2,xgb_cal_deployable_vs_uniform,30,0.006000,0.006089,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,2,benefit_model_deployable_vs_uniform,30,-0.045333,-0.046022,30,0,0,0.000000,0.000002,0.000003,True,better
sub18_k3_simple,3,oracle_vs_uniform,30,-0.017333,-0.017467,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_simple,3,xgb_cal_vs_uniform,30,0.021667,0.021289,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,3,xgb_cal_deployable_vs_uniform,30,0.010000,0.009711,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,3,benefit_model_deployable_vs_uniform,30,0.009333,0.009133,0,30,0,0.000000,0.000002,0.000003,True,worse
sub18_k3_simple,4,oracle_vs_uniform,30,-0.107000,-0.107089,30,0,0,0.000000,0.000002,0.000004,True,better
sub18_k3_simple,4,xgb_cal_vs_uniform,30,0.050667,0.050111,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,4,xgb_cal_deployable_vs_uniform,30,0.009333,0.009378,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k3_simple,4,benefit_model_deployable_vs_uniform,30,-0.096333,-0.096356,30,0,0,0.000000,0.000002,0.000003,True,better
sub18_k5_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k5_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k5_constrained,1,xgb_cal_deployable_vs_uniform,30,0.006667,0.006311,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k5_constrained,2,oracle_vs_uniform,30,-0.000667,-0.000022,16,12,2,190.500000,0.775400,0.783800,False,ns
sub18_k5_constrained,2,xgb_cal_vs_uniform,30,0.000000,-0.000356,13,10,7,101.000000,0.257502,0.274745,False,ns
sub18_k5_constrained,2,xgb_cal_deployable_vs_uniform,30,-0.002333,-0.001933,19,9,2,119.500000,0.057014,0.070936,False,ns
sub18_k5_constrained,2,benefit_model_deployable_vs_uniform,30,0.000000,-0.000778,14,12,4,143.500000,0.416107,0.421181,False,ns
sub18_k5_constrained,3,oracle_vs_uniform,30,0.000667,0.000578,7,21,2,82.500000,0.005610,0.007395,True,worse
sub18_k5_constrained,3,xgb_cal_vs_uniform,30,0.000667,0.000667,2,18,10,7.500000,0.000246,0.000357,True,worse
sub18_k5_constrained,3,xgb_cal_deployable_vs_uniform,30,0.009000,0.009200,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k5_constrained,3,benefit_model_deployable_vs_uniform,30,0.009333,0.009556,0,30,0,0.000000,0.000002,0.000003,True,worse
sub18_k5_constrained,4,oracle_vs_uniform,30,0.002000,0.001978,2,26,2,28.500000,0.000070,0.000109,True,worse
sub18_k5_constrained,4,xgb_cal_vs_uniform,30,0.001000,0.001200,8,18,4,71.500000,0.008182,0.010096,True,worse
sub18_k5_constrained,4,xgb_cal_deployable_vs_uniform,30,0.004667,0.004378,4,25,1,36.500000,0.000090,0.000142,True,worse
sub18_k5_constrained,4,benefit_model_deployable_vs_uniform,30,0.003667,0.004133,4,25,1,27.000000,0.000038,0.000050,True,worse
sub18_k5_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k5_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub18_k5_simple,1,xgb_cal_deployable_vs_uniform,30,0.006667,0.006978,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k5_simple,2,oracle_vs_uniform,30,0.000667,0.000067,12,16,2,191.000000,0.783800,0.783800,False,ns
sub18_k5_simple,2,xgb_cal_vs_uniform,30,-0.000667,-0.001111,16,10,4,92.500000,0.034779,0.041166,True,better
sub18_k5_simple,2,xgb_cal_deployable_vs_uniform,30,-0.001000,-0.001133,16,10,4,105.000000,0.072820,0.088542,False,ns
sub18_k5_simple,2,benefit_model_deployable_vs_uniform,30,-0.001000,-0.000911,18,10,2,137.000000,0.132283,0.144467,False,ns
sub18_k5_simple,3,oracle_vs_uniform,30,0.000667,0.000156,7,16,7,105.000000,0.310209,0.346002,False,ns
sub18_k5_simple,3,xgb_cal_vs_uniform,30,0.002000,0.001978,2,27,1,20.500000,0.000020,0.000031,True,worse
sub18_k5_simple,3,xgb_cal_deployable_vs_uniform,30,0.010000,0.009667,0,30,0,0.000000,0.000002,0.000004,True,worse
sub18_k5_simple,3,benefit_model_deployable_vs_uniform,30,0.011333,0.010978,0,30,0,0.000000,0.000002,0.000003,True,worse
sub18_k5_simple,4,oracle_vs_uniform,30,-0.002667,-0.002867,26,3,1,21.500000,0.000022,0.000038,True,better
sub18_k5_simple,4,xgb_cal_vs_uniform,30,0.000667,0.001111,13,16,1,165.500000,0.260534,0.274745,False,ns
sub18_k5_simple,4,xgb_cal_deployable_vs_uniform,30,0.001333,0.001400,12,18,0,171.000000,0.205516,0.233939,False,ns
sub18_k5_simple,4,benefit_model_deployable_vs_uniform,30,0.001333,0.001311,11,17,2,135.500000,0.123971,0.137194,False,ns
sub20_k3_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k3_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k3_constrained,1,xgb_cal_deployable_vs_uniform,30,0.003333,0.003356,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_constrained,2,oracle_vs_uniform,30,-0.004000,-0.004156,28,1,1,3.000000,0.000003,0.000007,True,better
sub20_k3_constrained,2,xgb_cal_vs_uniform,30,0.002000,0.002289,4,25,1,21.000000,0.000020,0.000031,True,worse
sub20_k3_constrained,2,xgb_cal_deployable_vs_uniform,30,-0.005667,-0.005444,24,6,0,32.500000,0.000039,0.000063,True,better
sub20_k3_constrained,2,benefit_model_deployable_vs_uniform,30,-0.016667,-0.017489,30,0,0,0.000000,0.000002,0.000003,True,better
sub20_k3_constrained,3,oracle_vs_uniform,30,-0.004000,-0.004000,27,2,1,7.000000,0.000005,0.000010,True,better
sub20_k3_constrained,3,xgb_cal_vs_uniform,30,0.004000,0.004200,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_constrained,3,xgb_cal_deployable_vs_uniform,30,0.001667,0.002822,9,19,2,100.500000,0.019513,0.026098,True,worse
sub20_k3_constrained,3,benefit_model_deployable_vs_uniform,30,0.004000,0.003867,0,30,0,0.000000,0.000002,0.000003,True,worse
sub20_k3_constrained,4,oracle_vs_uniform,30,-0.060667,-0.062267,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_constrained,4,xgb_cal_vs_uniform,30,-0.040333,-0.040733,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_constrained,4,xgb_cal_deployable_vs_uniform,30,-0.033000,-0.033556,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_constrained,4,benefit_model_deployable_vs_uniform,30,-0.054333,-0.056044,30,0,0,0.000000,0.000002,0.000003,True,better
sub20_k3_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k3_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k3_simple,1,xgb_cal_deployable_vs_uniform,30,0.003333,0.003200,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_simple,2,oracle_vs_uniform,30,-0.003333,-0.003022,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_simple,2,xgb_cal_vs_uniform,30,0.001333,0.001756,1,29,0,4.000000,0.000002,0.000004,True,worse
sub20_k3_simple,2,xgb_cal_deployable_vs_uniform,30,0.003333,0.003111,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_simple,2,benefit_model_deployable_vs_uniform,30,-0.031333,-0.030800,30,0,0,0.000000,0.000002,0.000003,True,better
sub20_k3_simple,3,oracle_vs_uniform,30,-0.003333,-0.003133,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_simple,3,xgb_cal_vs_uniform,30,0.002000,0.002378,1,29,0,3.500000,0.000002,0.000004,True,worse
sub20_k3_simple,3,xgb_cal_deployable_vs_uniform,30,0.004667,0.004644,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_simple,3,benefit_model_deployable_vs_uniform,30,0.004667,0.004667,0,30,0,0.000000,0.000002,0.000003,True,worse
sub20_k3_simple,4,oracle_vs_uniform,30,-0.062000,-0.061356,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k3_simple,4,xgb_cal_vs_uniform,30,0.019667,0.020000,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_simple,4,xgb_cal_deployable_vs_uniform,30,0.004000,0.004444,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k3_simple,4,benefit_model_deployable_vs_uniform,30,-0.074000,-0.073733,30,0,0,0.000000,0.000002,0.000003,True,better
sub20_k5_constrained,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k5_constrained,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k5_constrained,1,xgb_cal_deployable_vs_uniform,30,0.008333,0.008311,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_constrained,2,oracle_vs_uniform,30,0.001333,0.001644,5,24,1,51.000000,0.000307,0.000457,True,worse
sub20_k5_constrained,2,xgb_cal_vs_uniform,30,0.000333,-0.000022,13,15,2,190.000000,0.766450,0.793823,False,ns
sub20_k5_constrained,2,xgb_cal_deployable_vs_uniform,30,0.000333,-0.000178,13,15,2,202.500000,0.990907,0.990907,False,ns
sub20_k5_constrained,2,benefit_model_deployable_vs_uniform,30,0.000000,0.000267,13,14,3,168.500000,0.621740,0.621740,False,ns
sub20_k5_constrained,3,oracle_vs_uniform,30,0.000667,0.000600,4,18,8,27.000000,0.001136,0.001569,True,worse
sub20_k5_constrained,3,xgb_cal_vs_uniform,30,0.000667,0.000689,5,17,8,37.500000,0.003616,0.004560,True,worse
sub20_k5_constrained,3,xgb_cal_deployable_vs_uniform,30,0.010667,0.010844,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_constrained,3,benefit_model_deployable_vs_uniform,30,0.011333,0.010889,0,30,0,0.000000,0.000002,0.000003,True,worse
sub20_k5_constrained,4,oracle_vs_uniform,30,0.001333,0.001311,10,17,3,98.000000,0.028473,0.033029,True,worse
sub20_k5_constrained,4,xgb_cal_vs_uniform,30,0.002000,0.002022,6,23,1,68.500000,0.001240,0.001673,True,worse
sub20_k5_constrained,4,xgb_cal_deployable_vs_uniform,30,0.002667,0.003000,4,25,1,48.500000,0.000255,0.000385,True,worse
sub20_k5_constrained,4,benefit_model_deployable_vs_uniform,30,0.003000,0.002467,7,20,3,65.500000,0.002972,0.003474,True,worse
sub20_k5_simple,1,oracle_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k5_simple,1,xgb_cal_vs_uniform,30,0.000000,0.000000,0,0,30,,,,False,ns
sub20_k5_simple,1,xgb_cal_deployable_vs_uniform,30,0.008667,0.008444,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_simple,2,oracle_vs_uniform,30,-0.003667,-0.004422,24,3,3,23.500000,0.000070,0.000109,True,better
sub20_k5_simple,2,xgb_cal_vs_uniform,30,0.006667,0.006222,1,29,0,5.500000,0.000003,0.000005,True,worse
sub20_k5_simple,2,xgb_cal_deployable_vs_uniform,30,0.004667,0.003711,2,25,3,12.500000,0.000022,0.000037,True,worse
sub20_k5_simple,2,benefit_model_deployable_vs_uniform,30,0.003333,0.003444,3,26,1,17.000000,0.000014,0.000020,True,worse
sub20_k5_simple,3,oracle_vs_uniform,30,-0.003667,-0.003800,25,2,3,18.000000,0.000040,0.000066,True,better
sub20_k5_simple,3,xgb_cal_vs_uniform,30,0.016667,0.016644,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_simple,3,xgb_cal_deployable_vs_uniform,30,0.014667,0.014644,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_simple,3,benefit_model_deployable_vs_uniform,30,0.014000,0.014267,0,30,0,0.000000,0.000002,0.000003,True,worse
sub20_k5_simple,4,oracle_vs_uniform,30,-0.013333,-0.013733,30,0,0,0.000000,0.000002,0.000004,True,better
sub20_k5_simple,4,xgb_cal_vs_uniform,30,0.012667,0.013489,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_simple,4,xgb_cal_deployable_vs_uniform,30,0.006667,0.007733,0,30,0,0.000000,0.000002,0.000004,True,worse
sub20_k5_simple,4,benefit_model_deployable_vs_uniform,30,0.007333,0.007422,1,29,0,1.000000,0.000002,0.000003,True,worse
