key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub01_k3_constrained,1,risk,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,1,risk,0.05,0.0017999999999999997,1500,30
sub01_k3_constrained,1,risk,0.1,0.0017999999999999997,1500,30
sub01_k3_constrained,1,risk,0.2,0.0019333333333333331,1500,30
sub01_k3_constrained,1,risk,0.3,0.001977777777777778,1500,30
sub01_k3_constrained,2,risk,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,2,risk,0.05,0.001711111111111111,1500,30
sub01_k3_constrained,2,risk,0.1,0.0016888888888888889,1500,30
sub01_k3_constrained,2,risk,0.2,0.0017777777777777779,1500,30
sub01_k3_constrained,2,risk,0.3,0.001822222222222222,1500,30
sub01_k3_constrained,2,benefit,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,2,benefit,0.05,0.002222222222222222,1500,30
sub01_k3_constrained,2,benefit,0.1,0.0021777777777777776,1500,30
sub01_k3_constrained,2,benefit,0.2,0.002333333333333333,1500,30
sub01_k3_constrained,2,benefit,0.3,0.0024000000000000002,1500,30
sub01_k3_constrained,3,risk,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,3,risk,0.05,0.0018888888888888887,1500,30
sub01_k3_constrained,3,risk,0.1,0.0020666666666666667,1500,30
sub01_k3_constrained,3,risk,0.2,0.0023555555555555556,1500,30
sub01_k3_constrained,3,risk,0.3,0.0028666666666666662,1500,30
sub01_k3_constrained,3,benefit,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,3,benefit,0.05,0.004733333333333334,1500,30
sub01_k3_constrained,3,benefit,0.1,0.004911111111111113,1500,30
sub01_k3_constrained,3,benefit,0.2,0.005511111111111111,1500,30
sub01_k3_constrained,3,benefit,0.3,0.005911111111111112,1500,30
sub01_k3_constrained,4,risk,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,4,risk,0.05,0.0018444444444444441,1500,30
sub01_k3_constrained,4,risk,0.1,0.002022222222222222,1500,30
sub01_k3_constrained,4,risk,0.2,0.0022888888888888894,1500,30
sub01_k3_constrained,4,risk,0.3,0.0027999999999999995,1500,30
sub01_k3_constrained,4,benefit,0.0,0.0017333333333333335,1500,30
sub01_k3_constrained,4,benefit,0.05,0.004755555555555556,1500,30
sub01_k3_constrained,4,benefit,0.1,0.00508888888888889,1500,30
sub01_k3_constrained,4,benefit,0.2,0.0055555555555555575,1500,30
sub01_k3_constrained,4,benefit,0.3,0.006000000000000001,1500,30
