key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub15_k3_constrained,1,risk,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,1,risk,0.05,0.5637333333333333,1500,30
sub15_k3_constrained,1,risk,0.1,0.5732444444444444,1500,30
sub15_k3_constrained,1,risk,0.2,0.5922888888888889,1500,30
sub15_k3_constrained,1,risk,0.3,0.6115333333333334,1500,30
sub15_k3_constrained,2,risk,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,2,risk,0.05,0.562288888888889,1500,30
sub15_k3_constrained,2,risk,0.1,0.5625333333333333,1500,30
sub15_k3_constrained,2,risk,0.2,0.5640000000000001,1500,30
sub15_k3_constrained,2,risk,0.3,0.5637555555555556,1500,30
sub15_k3_constrained,2,benefit,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,2,benefit,0.05,0.561888888888889,1500,30
sub15_k3_constrained,2,benefit,0.1,0.5627333333333334,1500,30
sub15_k3_constrained,2,benefit,0.2,0.5628444444444444,1500,30
sub15_k3_constrained,2,benefit,0.3,0.5643777777777779,1500,30
sub15_k3_constrained,3,risk,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,3,risk,0.05,0.5703555555555556,1500,30
sub15_k3_constrained,3,risk,0.1,0.5786,1500,30
sub15_k3_constrained,3,risk,0.2,0.5966222222222222,1500,30
sub15_k3_constrained,3,risk,0.3,0.6118222222222223,1500,30
sub15_k3_constrained,3,benefit,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,3,benefit,0.05,0.5705111111111111,1500,30
sub15_k3_constrained,3,benefit,0.1,0.5794222222222222,1500,30
sub15_k3_constrained,3,benefit,0.2,0.5961777777777778,1500,30
sub15_k3_constrained,3,benefit,0.3,0.612688888888889,1500,30
sub15_k3_constrained,4,risk,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,4,risk,0.05,0.5679111111111111,1500,30
sub15_k3_constrained,4,risk,0.1,0.5692,1500,30
sub15_k3_constrained,4,risk,0.2,0.5726666666666667,1500,30
sub15_k3_constrained,4,risk,0.3,0.5738000000000001,1500,30
sub15_k3_constrained,4,benefit,0.0,0.5540444444444445,1500,30
sub15_k3_constrained,4,benefit,0.05,0.5677555555555555,1500,30
sub15_k3_constrained,4,benefit,0.1,0.5695555555555555,1500,30
sub15_k3_constrained,4,benefit,0.2,0.5716888888888889,1500,30
sub15_k3_constrained,4,benefit,0.3,0.5745333333333332,1500,30
