key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub15_k5_constrained,1,risk,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,1,risk,0.05,0.09475555555555555,1500,30
sub15_k5_constrained,1,risk,0.1,0.0981111111111111,1500,30
sub15_k5_constrained,1,risk,0.2,0.10442222222222222,1500,30
sub15_k5_constrained,1,risk,0.3,0.10984444444444444,1500,30
sub15_k5_constrained,2,risk,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,2,risk,0.05,0.09093333333333335,1500,30
sub15_k5_constrained,2,risk,0.1,0.09064444444444446,1500,30
sub15_k5_constrained,2,risk,0.2,0.09059999999999999,1500,30
sub15_k5_constrained,2,risk,0.3,0.09073333333333332,1500,30
sub15_k5_constrained,2,benefit,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,2,benefit,0.05,0.09506666666666667,1500,30
sub15_k5_constrained,2,benefit,0.1,0.09737777777777777,1500,30
sub15_k5_constrained,2,benefit,0.2,0.10299999999999998,1500,30
sub15_k5_constrained,2,benefit,0.3,0.10766666666666666,1500,30
sub15_k5_constrained,3,risk,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,3,risk,0.05,0.0974,1500,30
sub15_k5_constrained,3,risk,0.1,0.10348888888888888,1500,30
sub15_k5_constrained,3,risk,0.2,0.1174888888888889,1500,30
sub15_k5_constrained,3,risk,0.3,0.1312888888888889,1500,30
sub15_k5_constrained,3,benefit,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,3,benefit,0.05,0.10851111111111113,1500,30
sub15_k5_constrained,3,benefit,0.1,0.1240888888888889,1500,30
sub15_k5_constrained,3,benefit,0.2,0.15377777777777776,1500,30
sub15_k5_constrained,3,benefit,0.3,0.18088888888888885,1500,30
sub15_k5_constrained,4,risk,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,4,risk,0.05,0.09531111111111111,1500,30
sub15_k5_constrained,4,risk,0.1,0.0994888888888889,1500,30
sub15_k5_constrained,4,risk,0.2,0.1102,1500,30
sub15_k5_constrained,4,risk,0.3,0.12115555555555554,1500,30
sub15_k5_constrained,4,benefit,0.0,0.09217777777777778,1500,30
sub15_k5_constrained,4,benefit,0.05,0.09897777777777778,1500,30
sub15_k5_constrained,4,benefit,0.1,0.1061111111111111,1500,30
sub15_k5_constrained,4,benefit,0.2,0.12017777777777776,1500,30
sub15_k5_constrained,4,benefit,0.3,0.13702222222222224,1500,30
