key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub12_k3_simple,1,risk,0.0,0.6838666666666666,1500,30
sub12_k3_simple,1,risk,0.05,0.6925555555555557,1500,30
sub12_k3_simple,1,risk,0.1,0.7013777777777777,1500,30
sub12_k3_simple,1,risk,0.2,0.718511111111111,1500,30
sub12_k3_simple,1,risk,0.3,0.7359111111111111,1500,30
sub12_k3_simple,2,risk,0.0,0.6838666666666666,1500,30
sub12_k3_simple,2,risk,0.05,0.6901111111111111,1500,30
sub12_k3_simple,2,risk,0.1,0.6951777777777778,1500,30
sub12_k3_simple,2,risk,0.2,0.7048222222222223,1500,30
sub12_k3_simple,2,risk,0.3,0.7136222222222223,1500,30
sub12_k3_simple,2,benefit,0.0,0.6838666666666666,1500,30
sub12_k3_simple,2,benefit,0.05,0.6873555555555555,1500,30
sub12_k3_simple,2,benefit,0.1,0.6898666666666667,1500,30
sub12_k3_simple,2,benefit,0.2,0.6966444444444446,1500,30
sub12_k3_simple,2,benefit,0.3,0.7029333333333334,1500,30
sub12_k3_simple,3,risk,0.0,0.6838666666666666,1500,30
sub12_k3_simple,3,risk,0.05,0.701822222222222,1500,30
sub12_k3_simple,3,risk,0.1,0.7184000000000001,1500,30
sub12_k3_simple,3,risk,0.2,0.7505111111111111,1500,30
sub12_k3_simple,3,risk,0.3,0.7827333333333332,1500,30
sub12_k3_simple,3,benefit,0.0,0.6838666666666666,1500,30
sub12_k3_simple,3,benefit,0.05,0.7010222222222223,1500,30
sub12_k3_simple,3,benefit,0.1,0.7183333333333334,1500,30
sub12_k3_simple,3,benefit,0.2,0.7495999999999999,1500,30
sub12_k3_simple,3,benefit,0.3,0.7826,1500,30
sub12_k3_simple,4,risk,0.0,0.6838666666666666,1500,30
sub12_k3_simple,4,risk,0.05,0.6975111111111112,1500,30
sub12_k3_simple,4,risk,0.1,0.708377777777778,1500,30
sub12_k3_simple,4,risk,0.2,0.7280222222222222,1500,30
sub12_k3_simple,4,risk,0.3,0.7473333333333333,1500,30
sub12_k3_simple,4,benefit,0.0,0.6838666666666666,1500,30
sub12_k3_simple,4,benefit,0.05,0.6912888888888887,1500,30
sub12_k3_simple,4,benefit,0.1,0.6983777777777778,1500,30
sub12_k3_simple,4,benefit,0.2,0.7149555555555555,1500,30
sub12_k3_simple,4,benefit,0.3,0.7287555555555556,1500,30
