key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub15_k5_simple,1,risk,0.0,0.17368888888888884,1500,30
sub15_k5_simple,1,risk,0.05,0.17664444444444444,1500,30
sub15_k5_simple,1,risk,0.1,0.1808,1500,30
sub15_k5_simple,1,risk,0.2,0.19133333333333333,1500,30
sub15_k5_simple,1,risk,0.3,0.20282222222222224,1500,30
sub15_k5_simple,2,risk,0.0,0.17368888888888884,1500,30
sub15_k5_simple,2,risk,0.05,0.16702222222222224,1500,30
sub15_k5_simple,2,risk,0.1,0.1625111111111111,1500,30
sub15_k5_simple,2,risk,0.2,0.16595555555555555,1500,30
sub15_k5_simple,2,risk,0.3,0.1706666666666667,1500,30
sub15_k5_simple,2,benefit,0.0,0.17368888888888884,1500,30
sub15_k5_simple,2,benefit,0.05,0.16913333333333336,1500,30
sub15_k5_simple,2,benefit,0.1,0.16682222222222223,1500,30
sub15_k5_simple,2,benefit,0.2,0.17157777777777777,1500,30
sub15_k5_simple,2,benefit,0.3,0.1775111111111111,1500,30
sub15_k5_simple,3,risk,0.0,0.17368888888888884,1500,30
sub15_k5_simple,3,risk,0.05,0.17397777777777781,1500,30
sub15_k5_simple,3,risk,0.1,0.17728888888888888,1500,30
sub15_k5_simple,3,risk,0.2,0.20084444444444446,1500,30
sub15_k5_simple,3,risk,0.3,0.22568888888888888,1500,30
sub15_k5_simple,3,benefit,0.0,0.17368888888888884,1500,30
sub15_k5_simple,3,benefit,0.05,0.1802222222222222,1500,30
sub15_k5_simple,3,benefit,0.1,0.18895555555555557,1500,30
sub15_k5_simple,3,benefit,0.2,0.21724444444444443,1500,30
sub15_k5_simple,3,benefit,0.3,0.24548888888888884,1500,30
sub15_k5_simple,4,risk,0.0,0.17368888888888884,1500,30
sub15_k5_simple,4,risk,0.05,0.16679999999999995,1500,30
sub15_k5_simple,4,risk,0.1,0.16395555555555555,1500,30
sub15_k5_simple,4,risk,0.2,0.18386666666666665,1500,30
sub15_k5_simple,4,risk,0.3,0.20517777777777774,1500,30
sub15_k5_simple,4,benefit,0.0,0.17368888888888884,1500,30
sub15_k5_simple,4,benefit,0.05,0.1719777777777778,1500,30
sub15_k5_simple,4,benefit,0.1,0.17128888888888888,1500,30
sub15_k5_simple,4,benefit,0.2,0.1918666666666666,1500,30
sub15_k5_simple,4,benefit,0.3,0.21208888888888888,1500,30
