key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub01_k3_simple,1,risk,0.0,0.012977777777777779,1500,30
sub01_k3_simple,1,risk,0.05,0.013022222222222221,1500,30
sub01_k3_simple,1,risk,0.1,0.013044444444444442,1500,30
sub01_k3_simple,1,risk,0.2,0.013066666666666666,1500,30
sub01_k3_simple,1,risk,0.3,0.013111111111111112,1500,30
sub01_k3_simple,2,risk,0.0,0.012977777777777779,1500,30
sub01_k3_simple,2,risk,0.05,0.012888888888888889,1500,30
sub01_k3_simple,2,risk,0.1,0.012777777777777779,1500,30
sub01_k3_simple,2,risk,0.2,0.012533333333333334,1500,30
sub01_k3_simple,2,risk,0.3,0.012355555555555555,1500,30
sub01_k3_simple,2,benefit,0.0,0.012977777777777779,1500,30
sub01_k3_simple,2,benefit,0.05,0.013911111111111112,1500,30
sub01_k3_simple,2,benefit,0.1,0.014644444444444448,1500,30
sub01_k3_simple,2,benefit,0.2,0.016066666666666667,1500,30
sub01_k3_simple,2,benefit,0.3,0.017377777777777777,1500,30
sub01_k3_simple,3,risk,0.0,0.012977777777777779,1500,30
sub01_k3_simple,3,risk,0.05,0.013044444444444442,1500,30
sub01_k3_simple,3,risk,0.1,0.01317777777777778,1500,30
sub01_k3_simple,3,risk,0.2,0.013244444444444444,1500,30
sub01_k3_simple,3,risk,0.3,0.013488888888888887,1500,30
sub01_k3_simple,3,benefit,0.0,0.012977777777777779,1500,30
sub01_k3_simple,3,benefit,0.05,0.017688888888888886,1500,30
sub01_k3_simple,3,benefit,0.1,0.021444444444444443,1500,30
sub01_k3_simple,3,benefit,0.2,0.02893333333333333,1500,30
sub01_k3_simple,3,benefit,0.3,0.03535555555555556,1500,30
sub01_k3_simple,4,risk,0.0,0.012977777777777779,1500,30
sub01_k3_simple,4,risk,0.05,0.013022222222222221,1500,30
sub01_k3_simple,4,risk,0.1,0.013111111111111112,1500,30
sub01_k3_simple,4,risk,0.2,0.01308888888888889,1500,30
sub01_k3_simple,4,risk,0.3,0.013066666666666667,1500,30
sub01_k3_simple,4,benefit,0.0,0.012977777777777779,1500,30
sub01_k3_simple,4,benefit,0.05,0.01771111111111111,1500,30
sub01_k3_simple,4,benefit,0.1,0.0212,1500,30
sub01_k3_simple,4,benefit,0.2,0.02897777777777777,1500,30
sub01_k3_simple,4,benefit,0.3,0.03495555555555556,1500,30
