key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub20_k3_constrained,1,risk,0.0,0.913911111111111,1500,30
sub20_k3_constrained,1,risk,0.05,0.9169555555555555,1500,30
sub20_k3_constrained,1,risk,0.1,0.9196666666666666,1500,30
sub20_k3_constrained,1,risk,0.2,0.9261777777777778,1500,30
sub20_k3_constrained,1,risk,0.3,0.9321555555555554,1500,30
sub20_k3_constrained,2,risk,0.0,0.913911111111111,1500,30
sub20_k3_constrained,2,risk,0.05,0.9167777777777778,1500,30
sub20_k3_constrained,2,risk,0.1,0.9152444444444442,1500,30
sub20_k3_constrained,2,risk,0.2,0.9120666666666667,1500,30
sub20_k3_constrained,2,risk,0.3,0.9080666666666666,1500,30
sub20_k3_constrained,2,benefit,0.0,0.913911111111111,1500,30
sub20_k3_constrained,2,benefit,0.05,0.9085333333333334,1500,30
sub20_k3_constrained,2,benefit,0.1,0.9070666666666668,1500,30
sub20_k3_constrained,2,benefit,0.2,0.9023333333333334,1500,30
sub20_k3_constrained,2,benefit,0.3,0.8979333333333334,1500,30
sub20_k3_constrained,3,risk,0.0,0.913911111111111,1500,30
sub20_k3_constrained,3,risk,0.05,0.9183555555555556,1500,30
sub20_k3_constrained,3,risk,0.1,0.9183555555555555,1500,30
sub20_k3_constrained,3,risk,0.2,0.9176444444444444,1500,30
sub20_k3_constrained,3,risk,0.3,0.9166000000000002,1500,30
sub20_k3_constrained,3,benefit,0.0,0.913911111111111,1500,30
sub20_k3_constrained,3,benefit,0.05,0.9171333333333334,1500,30
sub20_k3_constrained,3,benefit,0.1,0.9178888888888888,1500,30
sub20_k3_constrained,3,benefit,0.2,0.9191333333333334,1500,30
sub20_k3_constrained,3,benefit,0.3,0.9178222222222222,1500,30
sub20_k3_constrained,4,risk,0.0,0.913911111111111,1500,30
sub20_k3_constrained,4,risk,0.05,0.9178222222222223,1500,30
sub20_k3_constrained,4,risk,0.1,0.911511111111111,1500,30
sub20_k3_constrained,4,risk,0.2,0.8974222222222222,1500,30
sub20_k3_constrained,4,risk,0.3,0.8820222222222223,1500,30
sub20_k3_constrained,4,benefit,0.0,0.913911111111111,1500,30
sub20_k3_constrained,4,benefit,0.05,0.9017555555555556,1500,30
sub20_k3_constrained,4,benefit,0.1,0.8934888888888889,1500,30
sub20_k3_constrained,4,benefit,0.2,0.8766666666666666,1500,30
sub20_k3_constrained,4,benefit,0.3,0.8606444444444444,1500,30
