key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub05_k3_simple,1,risk,0.0,0.18784444444444445,1500,30
sub05_k3_simple,1,risk,0.05,0.1885555555555555,1500,30
sub05_k3_simple,1,risk,0.1,0.18922222222222226,1500,30
sub05_k3_simple,1,risk,0.2,0.19046666666666665,1500,30
sub05_k3_simple,1,risk,0.3,0.19193333333333334,1500,30
sub05_k3_simple,2,risk,0.0,0.18784444444444445,1500,30
sub05_k3_simple,2,risk,0.05,0.17939999999999998,1500,30
sub05_k3_simple,2,risk,0.1,0.17213333333333333,1500,30
sub05_k3_simple,2,risk,0.2,0.157,1500,30
sub05_k3_simple,2,risk,0.3,0.14333333333333334,1500,30
sub05_k3_simple,2,benefit,0.0,0.18784444444444445,1500,30
sub05_k3_simple,2,benefit,0.05,0.1864888888888889,1500,30
sub05_k3_simple,2,benefit,0.1,0.18684444444444442,1500,30
sub05_k3_simple,2,benefit,0.2,0.1960888888888889,1500,30
sub05_k3_simple,2,benefit,0.3,0.21244444444444444,1500,30
sub05_k3_simple,3,risk,0.0,0.18784444444444445,1500,30
sub05_k3_simple,3,risk,0.05,0.18080000000000002,1500,30
sub05_k3_simple,3,risk,0.1,0.1752,1500,30
sub05_k3_simple,3,risk,0.2,0.16331111111111113,1500,30
sub05_k3_simple,3,risk,0.3,0.1528,1500,30
sub05_k3_simple,3,benefit,0.0,0.18784444444444445,1500,30
sub05_k3_simple,3,benefit,0.05,0.20788888888888887,1500,30
sub05_k3_simple,3,benefit,0.1,0.2272888888888889,1500,30
sub05_k3_simple,3,benefit,0.2,0.26695555555555556,1500,30
sub05_k3_simple,3,benefit,0.3,0.30926666666666663,1500,30
sub05_k3_simple,4,risk,0.0,0.18784444444444445,1500,30
sub05_k3_simple,4,risk,0.05,0.17491111111111113,1500,30
sub05_k3_simple,4,risk,0.1,0.1642,1500,30
sub05_k3_simple,4,risk,0.2,0.14446666666666672,1500,30
sub05_k3_simple,4,risk,0.3,0.1268,1500,30
sub05_k3_simple,4,benefit,0.0,0.18784444444444445,1500,30
sub05_k3_simple,4,benefit,0.05,0.19255555555555562,1500,30
sub05_k3_simple,4,benefit,0.1,0.20006666666666673,1500,30
sub05_k3_simple,4,benefit,0.2,0.21831111111111107,1500,30
sub05_k3_simple,4,benefit,0.3,0.23600000000000002,1500,30
