key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub15_k3_simple,1,risk,0.0,0.8258444444444444,1500,30
sub15_k3_simple,1,risk,0.05,0.8356888888888887,1500,30
sub15_k3_simple,1,risk,0.1,0.8450444444444443,1500,30
sub15_k3_simple,1,risk,0.2,0.8655555555555556,1500,30
sub15_k3_simple,1,risk,0.3,0.8834222222222223,1500,30
sub15_k3_simple,2,risk,0.0,0.8258444444444444,1500,30
sub15_k3_simple,2,risk,0.05,0.8350444444444445,1500,30
sub15_k3_simple,2,risk,0.1,0.843511111111111,1500,30
sub15_k3_simple,2,risk,0.2,0.8618666666666667,1500,30
sub15_k3_simple,2,risk,0.3,0.8768,1500,30
sub15_k3_simple,2,benefit,0.0,0.8258444444444444,1500,30
sub15_k3_simple,2,benefit,0.05,0.8321777777777779,1500,30
sub15_k3_simple,2,benefit,0.1,0.8396444444444447,1500,30
sub15_k3_simple,2,benefit,0.2,0.852488888888889,1500,30
sub15_k3_simple,2,benefit,0.3,0.8669999999999999,1500,30
sub15_k3_simple,3,risk,0.0,0.8258444444444444,1500,30
sub15_k3_simple,3,risk,0.05,0.8428444444444445,1500,30
sub15_k3_simple,3,risk,0.1,0.8595555555555555,1500,30
sub15_k3_simple,3,risk,0.2,0.8936666666666666,1500,30
sub15_k3_simple,3,risk,0.3,0.9238666666666667,1500,30
sub15_k3_simple,3,benefit,0.0,0.8258444444444444,1500,30
sub15_k3_simple,3,benefit,0.05,0.8428666666666668,1500,30
sub15_k3_simple,3,benefit,0.1,0.8595555555555557,1500,30
sub15_k3_simple,3,benefit,0.2,0.8920666666666666,1500,30
sub15_k3_simple,3,benefit,0.3,0.9229777777777778,1500,30
sub15_k3_simple,4,risk,0.0,0.8258444444444444,1500,30
sub15_k3_simple,4,risk,0.05,0.8412444444444444,1500,30
sub15_k3_simple,4,risk,0.1,0.8553999999999999,1500,30
sub15_k3_simple,4,risk,0.2,0.8843555555555557,1500,30
sub15_k3_simple,4,risk,0.3,0.9093555555555556,1500,30
sub15_k3_simple,4,benefit,0.0,0.8258444444444444,1500,30
sub15_k3_simple,4,benefit,0.05,0.8333111111111111,1500,30
sub15_k3_simple,4,benefit,0.1,0.8424444444444447,1500,30
sub15_k3_simple,4,benefit,0.2,0.862777777777778,1500,30
sub15_k3_simple,4,benefit,0.3,0.8847999999999999,1500,30
