key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub09_k3_simple,1,risk,0.0,0.5087333333333333,1500,30
sub09_k3_simple,1,risk,0.05,0.5123777777777778,1500,30
sub09_k3_simple,1,risk,0.1,0.5159333333333334,1500,30
sub09_k3_simple,1,risk,0.2,0.5236444444444444,1500,30
sub09_k3_simple,1,risk,0.3,0.5318,1500,30
sub09_k3_simple,2,risk,0.0,0.5087333333333333,1500,30
sub09_k3_simple,2,risk,0.05,0.5054666666666666,1500,30
sub09_k3_simple,2,risk,0.1,0.5010222222222223,1500,30
sub09_k3_simple,2,risk,0.2,0.49177777777777787,1500,30
sub09_k3_simple,2,risk,0.3,0.4826222222222222,1500,30
sub09_k3_simple,2,benefit,0.0,0.5087333333333333,1500,30
sub09_k3_simple,2,benefit,0.05,0.5057333333333334,1500,30
sub09_k3_simple,2,benefit,0.1,0.5010222222222223,1500,30
sub09_k3_simple,2,benefit,0.2,0.4920666666666666,1500,30
sub09_k3_simple,2,benefit,0.3,0.4821333333333334,1500,30
sub09_k3_simple,3,risk,0.0,0.5087333333333333,1500,30
sub09_k3_simple,3,risk,0.05,0.5132666666666666,1500,30
sub09_k3_simple,3,risk,0.1,0.5169555555555555,1500,30
sub09_k3_simple,3,risk,0.2,0.5249333333333334,1500,30
sub09_k3_simple,3,risk,0.3,0.5326666666666667,1500,30
sub09_k3_simple,3,benefit,0.0,0.5087333333333333,1500,30
sub09_k3_simple,3,benefit,0.05,0.5139333333333334,1500,30
sub09_k3_simple,3,benefit,0.1,0.5182222222222223,1500,30
sub09_k3_simple,3,benefit,0.2,0.5252444444444444,1500,30
sub09_k3_simple,3,benefit,0.3,0.5322444444444444,1500,30
sub09_k3_simple,4,risk,0.0,0.5087333333333333,1500,30
sub09_k3_simple,4,risk,0.05,0.5039555555555556,1500,30
sub09_k3_simple,4,risk,0.1,0.49928888888888895,1500,30
sub09_k3_simple,4,risk,0.2,0.4888888888888889,1500,30
sub09_k3_simple,4,risk,0.3,0.4779777777777779,1500,30
sub09_k3_simple,4,benefit,0.0,0.5087333333333333,1500,30
sub09_k3_simple,4,benefit,0.05,0.5045555555555555,1500,30
sub09_k3_simple,4,benefit,0.1,0.49855555555555553,1500,30
sub09_k3_simple,4,benefit,0.2,0.48799999999999993,1500,30
sub09_k3_simple,4,benefit,0.3,0.4778666666666666,1500,30
