key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub09_k3_constrained,1,risk,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,1,risk,0.05,0.1166,1500,30
sub09_k3_constrained,1,risk,0.1,0.12006666666666667,1500,30
sub09_k3_constrained,1,risk,0.2,0.12644444444444444,1500,30
sub09_k3_constrained,1,risk,0.3,0.13406666666666667,1500,30
sub09_k3_constrained,2,risk,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,2,risk,0.05,0.10879999999999998,1500,30
sub09_k3_constrained,2,risk,0.1,0.11075555555555555,1500,30
sub09_k3_constrained,2,risk,0.2,0.11382222222222223,1500,30
sub09_k3_constrained,2,risk,0.3,0.11864444444444446,1500,30
sub09_k3_constrained,2,benefit,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,2,benefit,0.05,0.1097111111111111,1500,30
sub09_k3_constrained,2,benefit,0.1,0.11182222222222223,1500,30
sub09_k3_constrained,2,benefit,0.2,0.11633333333333332,1500,30
sub09_k3_constrained,2,benefit,0.3,0.1215111111111111,1500,30
sub09_k3_constrained,3,risk,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,3,risk,0.05,0.11706666666666665,1500,30
sub09_k3_constrained,3,risk,0.1,0.12682222222222223,1500,30
sub09_k3_constrained,3,risk,0.2,0.14591111111111113,1500,30
sub09_k3_constrained,3,risk,0.3,0.16751111111111114,1500,30
sub09_k3_constrained,3,benefit,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,3,benefit,0.05,0.11962222222222221,1500,30
sub09_k3_constrained,3,benefit,0.1,0.1316222222222222,1500,30
sub09_k3_constrained,3,benefit,0.2,0.1544,1500,30
sub09_k3_constrained,3,benefit,0.3,0.17595555555555556,1500,30
sub09_k3_constrained,4,risk,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,4,risk,0.05,0.10826666666666665,1500,30
sub09_k3_constrained,4,risk,0.1,0.11733333333333333,1500,30
sub09_k3_constrained,4,risk,0.2,0.13513333333333336,1500,30
sub09_k3_constrained,4,risk,0.3,0.15535555555555555,1500,30
sub09_k3_constrained,4,benefit,0.0,0.11353333333333335,1500,30
sub09_k3_constrained,4,benefit,0.05,0.10873333333333332,1500,30
sub09_k3_constrained,4,benefit,0.1,0.11871111111111111,1500,30
sub09_k3_constrained,4,benefit,0.2,0.13742222222222222,1500,30
sub09_k3_constrained,4,benefit,0.3,0.15735555555555555,1500,30
