key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub05_k5_constrained,1,risk,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,1,risk,0.05,0.001977777777777778,1500,30
sub05_k5_constrained,1,risk,0.1,0.0020222222222222226,1500,30
sub05_k5_constrained,1,risk,0.2,0.0021111111111111113,1500,30
sub05_k5_constrained,1,risk,0.3,0.0022222222222222222,1500,30
sub05_k5_constrained,2,risk,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,2,risk,0.05,0.0018222222222222223,1500,30
sub05_k5_constrained,2,risk,0.1,0.0017111111111111112,1500,30
sub05_k5_constrained,2,risk,0.2,0.0015111111111111113,1500,30
sub05_k5_constrained,2,risk,0.3,0.0014444444444444442,1500,30
sub05_k5_constrained,2,benefit,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,2,benefit,0.05,0.0023777777777777777,1500,30
sub05_k5_constrained,2,benefit,0.1,0.002822222222222222,1500,30
sub05_k5_constrained,2,benefit,0.2,0.0035555555555555557,1500,30
sub05_k5_constrained,2,benefit,0.3,0.004288888888888888,1500,30
sub05_k5_constrained,3,risk,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,3,risk,0.05,0.0019333333333333333,1500,30
sub05_k5_constrained,3,risk,0.1,0.002,1500,30
sub05_k5_constrained,3,risk,0.2,0.001955555555555556,1500,30
sub05_k5_constrained,3,risk,0.3,0.0021333333333333334,1500,30
sub05_k5_constrained,3,benefit,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,3,benefit,0.05,0.003311111111111111,1500,30
sub05_k5_constrained,3,benefit,0.1,0.004933333333333334,1500,30
sub05_k5_constrained,3,benefit,0.2,0.0068222222222222234,1500,30
sub05_k5_constrained,3,benefit,0.3,0.008844444444444443,1500,30
sub05_k5_constrained,4,risk,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,4,risk,0.05,0.001911111111111111,1500,30
sub05_k5_constrained,4,risk,0.1,0.0019111111111111113,1500,30
sub05_k5_constrained,4,risk,0.2,0.0017777777777777776,1500,30
sub05_k5_constrained,4,risk,0.3,0.0018888888888888892,1500,30
sub05_k5_constrained,4,benefit,0.0,0.001955555555555556,1500,30
sub05_k5_constrained,4,benefit,0.05,0.0033111111111111106,1500,30
sub05_k5_constrained,4,benefit,0.1,0.00468888888888889,1500,30
sub05_k5_constrained,4,benefit,0.2,0.006888888888888889,1500,30
sub05_k5_constrained,4,benefit,0.3,0.008799999999999999,1500,30
