key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub18_k5_constrained,1,risk,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,1,risk,0.05,0.22475555555555551,1500,30
sub18_k5_constrained,1,risk,0.1,0.23117777777777776,1500,30
sub18_k5_constrained,1,risk,0.2,0.2437777777777778,1500,30
sub18_k5_constrained,1,risk,0.3,0.2562888888888889,1500,30
sub18_k5_constrained,2,risk,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,2,risk,0.05,0.2164888888888889,1500,30
sub18_k5_constrained,2,risk,0.1,0.21611111111111111,1500,30
sub18_k5_constrained,2,risk,0.2,0.21493333333333334,1500,30
sub18_k5_constrained,2,risk,0.3,0.21644444444444444,1500,30
sub18_k5_constrained,2,benefit,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,2,benefit,0.05,0.21631111111111112,1500,30
sub18_k5_constrained,2,benefit,0.1,0.21580000000000005,1500,30
sub18_k5_constrained,2,benefit,0.2,0.21553333333333333,1500,30
sub18_k5_constrained,2,benefit,0.3,0.21786666666666665,1500,30
sub18_k5_constrained,3,risk,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,3,risk,0.05,0.22671111111111106,1500,30
sub18_k5_constrained,3,risk,0.1,0.23664444444444444,1500,30
sub18_k5_constrained,3,risk,0.2,0.25555555555555554,1500,30
sub18_k5_constrained,3,risk,0.3,0.27748888888888884,1500,30
sub18_k5_constrained,3,benefit,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,3,benefit,0.05,0.2278666666666666,1500,30
sub18_k5_constrained,3,benefit,0.1,0.2368666666666667,1500,30
sub18_k5_constrained,3,benefit,0.2,0.2587555555555555,1500,30
sub18_k5_constrained,3,benefit,0.3,0.28122222222222226,1500,30
sub18_k5_constrained,4,risk,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,4,risk,0.05,0.22162222222222225,1500,30
sub18_k5_constrained,4,risk,0.1,0.22699999999999998,1500,30
sub18_k5_constrained,4,risk,0.2,0.23840000000000003,1500,30
sub18_k5_constrained,4,risk,0.3,0.2532,1500,30
sub18_k5_constrained,4,benefit,0.0,0.2190888888888889,1500,30
sub18_k5_constrained,4,benefit,0.05,0.22202222222222226,1500,30
sub18_k5_constrained,4,benefit,0.1,0.2273555555555555,1500,30
sub18_k5_constrained,4,benefit,0.2,0.23973333333333333,1500,30
sub18_k5_constrained,4,benefit,0.3,0.2542222222222222,1500,30
