key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub12_k5_simple,1,risk,0.0,0.07566666666666665,1500,30
sub12_k5_simple,1,risk,0.05,0.0768,1500,30
sub12_k5_simple,1,risk,0.1,0.07868888888888888,1500,30
sub12_k5_simple,1,risk,0.2,0.08271111111111111,1500,30
sub12_k5_simple,1,risk,0.3,0.0878,1500,30
sub12_k5_simple,2,risk,0.0,0.07566666666666665,1500,30
sub12_k5_simple,2,risk,0.05,0.07104444444444444,1500,30
sub12_k5_simple,2,risk,0.1,0.06848888888888888,1500,30
sub12_k5_simple,2,risk,0.2,0.07002222222222222,1500,30
sub12_k5_simple,2,risk,0.3,0.07202222222222224,1500,30
sub12_k5_simple,2,benefit,0.0,0.07566666666666665,1500,30
sub12_k5_simple,2,benefit,0.05,0.07704444444444444,1500,30
sub12_k5_simple,2,benefit,0.1,0.07817777777777778,1500,30
sub12_k5_simple,2,benefit,0.2,0.08040000000000001,1500,30
sub12_k5_simple,2,benefit,0.3,0.08284444444444444,1500,30
sub12_k5_simple,3,risk,0.0,0.07566666666666665,1500,30
sub12_k5_simple,3,risk,0.05,0.07433333333333335,1500,30
sub12_k5_simple,3,risk,0.1,0.07577777777777776,1500,30
sub12_k5_simple,3,risk,0.2,0.08842222222222222,1500,30
sub12_k5_simple,3,risk,0.3,0.1012888888888889,1500,30
sub12_k5_simple,3,benefit,0.0,0.07566666666666665,1500,30
sub12_k5_simple,3,benefit,0.05,0.09406666666666667,1500,30
sub12_k5_simple,3,benefit,0.1,0.10715555555555553,1500,30
sub12_k5_simple,3,benefit,0.2,0.12953333333333333,1500,30
sub12_k5_simple,3,benefit,0.3,0.14773333333333333,1500,30
sub12_k5_simple,4,risk,0.0,0.07566666666666665,1500,30
sub12_k5_simple,4,risk,0.05,0.07157777777777778,1500,30
sub12_k5_simple,4,risk,0.1,0.07026666666666666,1500,30
sub12_k5_simple,4,risk,0.2,0.08137777777777778,1500,30
sub12_k5_simple,4,risk,0.3,0.09259999999999999,1500,30
sub12_k5_simple,4,benefit,0.0,0.07566666666666665,1500,30
sub12_k5_simple,4,benefit,0.05,0.07815555555555556,1500,30
sub12_k5_simple,4,benefit,0.1,0.08444444444444445,1500,30
sub12_k5_simple,4,benefit,0.2,0.09839999999999997,1500,30
sub12_k5_simple,4,benefit,0.3,0.11146666666666666,1500,30
