key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub20_k5_simple,1,risk,0.0,0.5031555555555556,1500,30
sub20_k5_simple,1,risk,0.05,0.5127111111111111,1500,30
sub20_k5_simple,1,risk,0.1,0.5222,1500,30
sub20_k5_simple,1,risk,0.2,0.5420444444444444,1500,30
sub20_k5_simple,1,risk,0.3,0.5621555555555556,1500,30
sub20_k5_simple,2,risk,0.0,0.5031555555555556,1500,30
sub20_k5_simple,2,risk,0.05,0.507511111111111,1500,30
sub20_k5_simple,2,risk,0.1,0.5124222222222222,1500,30
sub20_k5_simple,2,risk,0.2,0.5146888888888889,1500,30
sub20_k5_simple,2,risk,0.3,0.5168,1500,30
sub20_k5_simple,2,benefit,0.0,0.5031555555555556,1500,30
sub20_k5_simple,2,benefit,0.05,0.5072666666666666,1500,30
sub20_k5_simple,2,benefit,0.1,0.5122444444444444,1500,30
sub20_k5_simple,2,benefit,0.2,0.5151111111111112,1500,30
sub20_k5_simple,2,benefit,0.3,0.5174666666666667,1500,30
sub20_k5_simple,3,risk,0.0,0.5031555555555556,1500,30
sub20_k5_simple,3,risk,0.05,0.5192,1500,30
sub20_k5_simple,3,risk,0.1,0.5337777777777777,1500,30
sub20_k5_simple,3,risk,0.2,0.5546000000000001,1500,30
sub20_k5_simple,3,risk,0.3,0.5747333333333333,1500,30
sub20_k5_simple,3,benefit,0.0,0.5031555555555556,1500,30
sub20_k5_simple,3,benefit,0.05,0.5193777777777778,1500,30
sub20_k5_simple,3,benefit,0.1,0.5342888888888889,1500,30
sub20_k5_simple,3,benefit,0.2,0.5547777777777778,1500,30
sub20_k5_simple,3,benefit,0.3,0.5746444444444445,1500,30
sub20_k5_simple,4,risk,0.0,0.5031555555555556,1500,30
sub20_k5_simple,4,risk,0.05,0.5128,1500,30
sub20_k5_simple,4,risk,0.1,0.5206888888888889,1500,30
sub20_k5_simple,4,risk,0.2,0.527511111111111,1500,30
sub20_k5_simple,4,risk,0.3,0.5342666666666667,1500,30
sub20_k5_simple,4,benefit,0.0,0.5031555555555556,1500,30
sub20_k5_simple,4,benefit,0.05,0.5124666666666667,1500,30
sub20_k5_simple,4,benefit,0.1,0.5200666666666666,1500,30
sub20_k5_simple,4,benefit,0.2,0.5274444444444444,1500,30
sub20_k5_simple,4,benefit,0.3,0.5354222222222221,1500,30
