key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub09_k5_constrained,1,risk,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,1,risk,0.05,0.0126,1500,30
sub09_k5_constrained,1,risk,0.1,0.012866666666666663,1500,30
sub09_k5_constrained,1,risk,0.2,0.013666666666666664,1500,30
sub09_k5_constrained,1,risk,0.3,0.014177777777777779,1500,30
sub09_k5_constrained,2,risk,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,2,risk,0.05,0.011844444444444442,1500,30
sub09_k5_constrained,2,risk,0.1,0.011422222222222224,1500,30
sub09_k5_constrained,2,risk,0.2,0.010644444444444448,1500,30
sub09_k5_constrained,2,risk,0.3,0.009911111111111114,1500,30
sub09_k5_constrained,2,benefit,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,2,benefit,0.05,0.013733333333333335,1500,30
sub09_k5_constrained,2,benefit,0.1,0.014711111111111114,1500,30
sub09_k5_constrained,2,benefit,0.2,0.016311111111111113,1500,30
sub09_k5_constrained,2,benefit,0.3,0.018266666666666664,1500,30
sub09_k5_constrained,3,risk,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,3,risk,0.05,0.013022222222222223,1500,30
sub09_k5_constrained,3,risk,0.1,0.013533333333333333,1500,30
sub09_k5_constrained,3,risk,0.2,0.014933333333333331,1500,30
sub09_k5_constrained,3,risk,0.3,0.016733333333333333,1500,30
sub09_k5_constrained,3,benefit,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,3,benefit,0.05,0.016555555555555556,1500,30
sub09_k5_constrained,3,benefit,0.1,0.020377777777777776,1500,30
sub09_k5_constrained,3,benefit,0.2,0.02786666666666666,1500,30
sub09_k5_constrained,3,benefit,0.3,0.03371111111111111,1500,30
sub09_k5_constrained,4,risk,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,4,risk,0.05,0.012533333333333336,1500,30
sub09_k5_constrained,4,risk,0.1,0.012444444444444444,1500,30
sub09_k5_constrained,4,risk,0.2,0.013022222222222223,1500,30
sub09_k5_constrained,4,risk,0.3,0.014177777777777777,1500,30
sub09_k5_constrained,4,benefit,0.0,0.012288888888888889,1500,30
sub09_k5_constrained,4,benefit,0.05,0.016266666666666665,1500,30
sub09_k5_constrained,4,benefit,0.1,0.02017777777777778,1500,30
sub09_k5_constrained,4,benefit,0.2,0.027288888888888894,1500,30
sub09_k5_constrained,4,benefit,0.3,0.033666666666666664,1500,30
