key,delta,model,tier_fraction,val_ofr,n_val,n_runs
sub12_k5_constrained,1,risk,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,1,risk,0.05,0.03622222222222222,1500,30
sub12_k5_constrained,1,risk,0.1,0.03744444444444444,1500,30
sub12_k5_constrained,1,risk,0.2,0.04028888888888889,1500,30
sub12_k5_constrained,1,risk,0.3,0.04248888888888889,1500,30
sub12_k5_constrained,2,risk,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,2,risk,0.05,0.03475555555555555,1500,30
sub12_k5_constrained,2,risk,0.1,0.03462222222222222,1500,30
sub12_k5_constrained,2,risk,0.2,0.03491111111111111,1500,30
sub12_k5_constrained,2,risk,0.3,0.03424444444444444,1500,30
sub12_k5_constrained,2,benefit,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,2,benefit,0.05,0.0376,1500,30
sub12_k5_constrained,2,benefit,0.1,0.04008888888888889,1500,30
sub12_k5_constrained,2,benefit,0.2,0.044511111111111105,1500,30
sub12_k5_constrained,2,benefit,0.3,0.04744444444444443,1500,30
sub12_k5_constrained,3,risk,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,3,risk,0.05,0.037444444444444454,1500,30
sub12_k5_constrained,3,risk,0.1,0.04022222222222222,1500,30
sub12_k5_constrained,3,risk,0.2,0.04715555555555555,1500,30
sub12_k5_constrained,3,risk,0.3,0.05239999999999999,1500,30
sub12_k5_constrained,3,benefit,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,3,benefit,0.05,0.045066666666666665,1500,30
sub12_k5_constrained,3,benefit,0.1,0.053666666666666654,1500,30
sub12_k5_constrained,3,benefit,0.2,0.0708,1500,30
sub12_k5_constrained,3,benefit,0.3,0.08400000000000002,1500,30
sub12_k5_constrained,4,risk,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,4,risk,0.05,0.036533333333333334,1500,30
sub12_k5_constrained,4,risk,0.1,0.03833333333333333,1500,30
sub12_k5_constrained,4,risk,0.2,0.04386666666666666,1500,30
sub12_k5_constrained,4,risk,0.3,0.04786666666666665,1500,30
sub12_k5_constrained,4,benefit,0.0,0.03502222222222222,1500,30
sub12_k5_constrained,4,benefit,0.05,0.04424444444444444,1500,30
sub12_k5_constrained,4,benefit,0.1,0.05291111111111111,1500,30
sub12_k5_constrained,4,benefit,0.2,0.06942222222222222,1500,30
sub12_k5_constrained,4,benefit,0.3,0.0822,1500,30
