condition,accuracy,precision,recall,f1,auroc,pr_auc,brier,reliability,resolution,uncertainty,ece,delta_ece,delta_pr_auc,delta_brier
full,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,,,
no_kmer,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,0.0,0.0,0.0
no_homopolymer,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,0.0,0.0,0.0
no_gc_composition,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,0.0,0.0,0.0
no_structural,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,0.0,0.0,0.0
no_positional,1.0,1.0,1.0,1.0,0.5,1.0,8.161595488331841e-08,8.161595488331841e-08,0.0,0.0,0.00028568506240844727,0.0,0.0,0.0
