condition,accuracy,precision,recall,f1,auroc,pr_auc,brier,reliability,resolution,uncertainty,ece,delta_ece,delta_pr_auc,delta_brier
full,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,,,
no_kmer,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,0.0,0.0,0.0
no_homopolymer,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,0.0,0.0,0.0
no_gc_composition,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,0.0,0.0,0.0
no_structural,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,0.0,0.0,0.0
no_positional,1.0,1.0,1.0,1.0,0.5,1.0,2.0395475530676777e-08,2.0395475530676777e-08,0.0,0.0,0.00014281272888183594,0.0,0.0,0.0
