condition,accuracy,precision,recall,f1,auroc,pr_auc,brier,reliability,resolution,uncertainty,ece,delta_ece,delta_pr_auc,delta_brier
full,1.0,1.0,1.0,1.0,1.0,1.0,4.571330513930802e-09,7.37618061669554e-11,0.04509288888888889,0.045092888888888884,1.8752098532350378e-06,,,
no_kmer,1.0,1.0,1.0,1.0,1.0,1.0,1.2480808805231674e-08,1.810722378339004e-10,0.04509288888888889,0.045092888888888884,2.9473067905383928e-06,1.072096937303355e-06,0.0,7.909478291300873e-09
no_homopolymer,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,4.790817651103078e-05,3.134986438687946e-05,0.04509288888888889,0.045092888888888884,0.0008747981977122465,0.0008729229878590114,-1.1102230246251565e-16,4.790360518051684e-05
no_gc_composition,0.9873333333333333,0.8714285714285714,0.8591549295774648,0.8652482269503546,0.9968657290136903,0.951482517467945,0.008969947670961268,0.0012713834049470553,0.03719320227630135,0.045092888888888884,0.007668140691455848,0.007666265481602613,-0.04851748253205501,0.008969943099630754
no_structural,1.0,1.0,1.0,1.0,1.0,1.0,1.1521656447818599e-05,1.1519507939031928e-05,0.04509288888888889,0.045092888888888884,8.888625250594102e-05,8.701104265270598e-05,0.0,1.1517085117304669e-05
no_positional,1.0,1.0,1.0,1.0,1.0,1.0,6.8532777807956276e-09,1.0755157222440781e-10,0.04509288888888889,0.045092888888888884,2.2608664292481433e-06,3.856565760131055e-07,0.0,2.2819472668648254e-09
