threshold,precision,recall,f1,accuracy,auroc,pr_auc,brier
0.100000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.150000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.200000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.250000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.300000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.350000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.400000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.450000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.500000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.550000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.600000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.650000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.700000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.750000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.800000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.002880
0.850000,1.000000,0.999333,0.999667,0.999333,0.500000,1.000000,0.002880
0.900000,1.000000,0.903333,0.949212,0.903333,0.500000,1.000000,0.002880
