threshold,precision,recall,f1,accuracy,auroc,pr_auc,brier
0.100000,0.000000,0.000000,0.000000,0.912667,0.500000,0.000000,0.007488
0.150000,0.000000,0.000000,0.000000,0.926000,0.500000,0.000000,0.007488
0.200000,0.000000,0.000000,0.000000,0.942667,0.500000,0.000000,0.007488
0.250000,0.000000,0.000000,0.000000,0.978000,0.500000,0.000000,0.007488
0.300000,0.000000,0.000000,0.000000,0.996000,0.500000,0.000000,0.007488
0.350000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.400000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.450000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.500000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.550000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.600000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.650000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.700000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.750000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.800000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.850000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
0.900000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.007488
