regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,1344,0.896000,0.000000,0.055630,0.005115,0.002717,0.007223,0.001713,0.001580,0.001848
informative,156,0.104000,0.000000,0.227564,0.059491,0.049137,0.070525,0.007975,0.006533,0.009414
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.000000,0.073511,0.001866,0.000667,0.004257,0.002364,0.002176,0.002586
