ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.003610,0.029466,0.026004,0.033042,0.025856,0.005260,0.004193,0.003798,0.004659,-0.001068,0.150000,0.850000,500,0.050000
