ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.024215,0.029364,0.017840,0.040752,0.005149,0.012353,0.012156,0.010010,0.014055,-0.000196,0.150000,0.850000,500,0.050000
