ece_aggregate,ece_informative,ece_informative_ci_lo,ece_informative_ci_hi,delta_ece,brier_aggregate,brier_informative,brier_informative_ci_lo,brier_informative_ci_hi,delta_brier,regime_lo,regime_hi,n_bootstrap,alpha
0.005367,0.015607,0.008613,0.024019,0.010240,0.003612,0.009162,0.007872,0.010671,0.005550,0.150000,0.850000,500,0.050000
