regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,641,0.427333,0.000000,0.041654,0.018016,0.014885,0.022246,0.002712,0.002305,0.003180
informative,859,0.572667,0.041909,0.293287,0.021449,0.017459,0.026272,0.006615,0.005942,0.007359
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.024000,0.185756,0.006089,0.003771,0.009991,0.004947,0.004476,0.005380
