regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,1500,1.000000,0.000000,0.011978,0.000061,0.000020,0.001253,0.000423,0.000375,0.000476
informative,0,0.000000,,,,,,,,
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.000000,0.011978,0.000061,0.000019,0.001122,0.000423,0.000373,0.000472
